Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update,Uplink Tone,Downlink Tone,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Notes,Nets,YSF Digital Enabled,DG-ID,WIRES-X,Local Network,On-air,Affiliate,EchoLink,IRLP,AllStar,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Feed,Talkgroups,Southern Colorado,Devilshead Local,Commands,Rocky Mountain Wide,Central Regional,Bandwidth,TAC 310,TAC 311,Colorado,Colorado Chat,Eastern Colorado,Talkgroup Network,Northern Colorado Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide,North America,English,Worldwide English,Wyoming,WyLOCAL,REACT,CO-Park County
927.875,-25.9,,KI0HC,"Fort Collins, Buckhorn Mountain",CO,OPEN,,,98.93,NNW,,08,18424,40.61669922,-105.32800293,927.875,902.025,,,,Larimer,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",RM Ham,,,CCARC,2020-01-01,,,yes,293,yes,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,,99.41,ESE,Node Offline,08,122,39.30329895,-102.60500336,146.895,146.295,,,,Kit Carson,DM89QH,On-Air,,Big Sandy ARC,,,CCARC,2018-04-01,103.5,,,,,,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,99.65,SSW,,08,7189,38.1347,-105.465,147.06,147.66,,,,Custer,,On-Air,,http://www.qsl.net/rghc,E-power,,CCARC,2019-08-16,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,99.65,SSW,,08,248,38.1347,-105.465,448.15,443.15,,,,Custer,,On-Air,,Royal George ARC,E-power.,http://www.qsl.net/rghc,CCARC,2017-03-11,103.5,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,99.65,SSW,,08,7192,38.1347,-105.465,927.775,902.775,,,,Custer,,On-Air,,Royal Gorge Amateur Radio Club,,,CCARC,2012-06-14,D116,D116,,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,99.68,SSW,,08,15584,38.1347,-105.466,448.325,443.325,,,,Custer,,On-Air,,,,,,2017-01-06,100,100,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,99.68,SSW,,08,8218,38.1347,-105.466,919.1,894.1,,,,Pueblo,,Off-Air,Wide area.,Pueblo HC,,,CCARC,2016-07-14,88.5,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,99.79,WSW,,08,9844,38.5347,-105.999,446.975,441.975,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,Chaffee,,On-Air,,Crestone Amateur Radio Emergency Services,,KD0QPG,CCARC,2013-07-06,,,,,,,,,,,,,,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,99.79,WSW,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,,,Chaffee,,On-Air,,RMHAM,,,,2019-11-27,,,,,,,,yes,7,310825,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,,102.48,W,,08,256,39.6061,-106.356,146.61,146.01,,,,Eagle,,On-Air,,ECHO,11,,CCARC,2012-11-10,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,102.97,WSW,,08,184,38.7129,-106.2,146.745,146.145,,,,Chaffee,,On-Air,,CLARA,E-power.,,CCARC,2019-07-21,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,103.35,SW,,08,204,38.4596,-106.011,147.285,147.885,,,,Chaffee,,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,11,,CCARC,2016-05-23,88.5,123,,,,,Full-time to the Colorado Connection System .,,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,103.35,SW,,08,203,38.4596,-106.011,145.295,144.695,,,,Chaffee,DM78ik,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,CMRG Repeaters,CCARC,2019-08-15,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,,103.84,WNW,,08,242,39.6403,-106.374,224.8,223.2,,,,Eagle,,Off-Air,,ECHO,,,CCARC,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,103.84,WNW,,08,243,39.6403,-106.374,449.9,444.9,,,,Eagle,,Off-Air,,ECHO,,,CCARC,,107.2,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,103.84,SW,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,,Chaffee,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",CMRG,,,CCARC,2020-01-01,,,yes,,yes,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,103.9,SW,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,,,,Chaffee,DM68xk,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,K0JSC.COM,CCARC,2017-03-11,100,100,,,,,Full-time to the The Fun Machine System .,,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,,,,,,363976,7301,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,103.93,SW,,08,205,38.4528,-106.018,449.65,444.65,,,,Chaffee,,On-Air,Wide area.,,E-power.,CMRG Repeaters,CCARC,2018-01-15,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,103.93,SW,,08,3811,38.4528,-106.018,449.925,444.925,,,,Chaffee,,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,E-power (Bat),,CCARC,2013-07-05,103.5,103.5,,,,,,,,,,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,105.9,SSE,,08,167,37.99950027,-103.52899933,147.36,147.96,,,,Otero,DM87FX,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,E-power,,,2018-09-30,,123,,,,Yes; analog capable.,,,,,,,Digital Wires-X,,yes,Open ↑ / Open ↓,11360,,,KC0ITF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC,N0SZ,Vail,CO,OPEN,,D,107.59,WNW,,08,16781,39.6348,-106.447,445.075,440.075,,,,Eagle,,On-Air,,K2AD,,http://www.rmham.org/,CCARC,2018-02-01,,,,,,,,yes,7,310851,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,,108.37,WNW,,08,241,39.6554,-106.457,147.345,147.945,,,,Eagle,,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass. Map,Colorado Connection,9,,CCARC,2017-01-06,88.5,123,,,,,Full-time to the Colorado Connection System .,,,,,,,Central Colorado Traffic Net: Daily at 19:3030 Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,108.85,S,,08,247,37.77190018,-104.45600128,146.73,146.13,,,,Huerfano,DM77SS,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Amateur Radio Club,6,Pueblo Ham Club,CCARC,2019-12-10,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,103.5,KC0VJD,Firstview,CO,OPEN,W,Y,109.61,SE,,08,17703,38.79579926,-102.54799652,447.6,442.6,,,,Cheyenne,DM88RT,On-Air,"US-40, US-287, US-385, CO-94, CO-96 Kit Carson, Cheyenne Wells, Firstview, Eads, Aroya, Sheridan Lake",Delbert Noakes (KC0VJD),"APRS Digireater &amp; iGate, Weather Station",,CCARC,2019-04-24,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,35710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,100,WA0JTB,"Sterling, CO",CO,OPEN,,,110.59,NE,,08,238,40.62559891,-103.20700073,145.295,144.695,,,,Logan,,On-Air,Wide area,NECARA,"Autopatch, e-power.",,CCARC,2020-01-17,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,112.94,SSW,,08,18345,37.77199936,-105.02200317,447.6,442.6,,,,Huerfano,DM77LS,Off-Air,,Pueblo Amateur Radio Club,,http://www.puebloradio.org/,CCARC,2019-12-12,88.5,88.5,,,,Yes; analog capable.,,yes,,,c Record retrieved from radioid.net,,Repeater off line due to road closure for the winter. (note entered 12/2019),,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,113.49,WNW,,08,166,40.0589,-106.388,147.075,147.675,,,,Grand,,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,Colorado Connection,,,CCARC,2016-05-23,88.5,123,,,,,Full-time to the Colorado Connection System .,,,,,,Part of the Colorado Connection system of Repeaters,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,116.61,WSW,,08,16739,38.50630188,-106.34500122,145.325,144.725,,,,Chaffee,,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,,,2019-09-04,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,N7JJY,"Cheyenne, Chalk Bluffs",WY,OPEN,,Y,117.32,N,,56,34,41.02740097,-104.78399658,449.3,444.3,,,,Laramie,DN71OA,On-Air,"Laramie county wy, Northern Weld and Larimer County, CO",WU7G,,,WRCG,2019-06-02,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC,W1VAN,"Red Feather Lakes, Red Feather Lakes",CO,OPEN,,D,117.89,NNW,Static Talkgroups: 3171 - N. Colorado - Slot 2 31083 - CO Severe WX - Slot 1,08,17821,40.80759811,-105.61699677,447.6,442.6,,,,Larimer,,On-Air,Covers Red Feather Lakes Area,W1VAN,Brandmeister Network,http://www.w0dmr.org,,2019-11-27,,,,,,,,yes,2,310869,brandmeister c Record retrieved from radioid.net,,,,,,,,,W0DMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC,K7PFJ,"Cheyenne, South",WY,OPEN,,D,120.37,N,,56,15672,41.06000137,-104.87999725,449.9375,444.9375,,,,Laramie,DN71NB,Off-Air,,,,https://www.rmham.org/wordpress/,WRCG,2020-02-04,,,,,,,Full-time to the Rocky Mountain Ham System .,yes,7,315603,RMHR c Record retrieved from radioid.net,,,,,,,RMHAM,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,122.67,WSW,,08,15212,38.6125,-106.543,447.65,442.65,,,,Gunnison,,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,CCARC,2016-10-28,151.4,151.4,,,,,"Full-time to 448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO . Full-time to 449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,,124.19,N,,56,27,41.12390137,-104.81900024,146.775,146.175,,,,Laramie,,On-Air,,Shy-Wy Amateur Radio Club,"E-power, WX.",,WRCG,2017-01-04,114.8,,,,,,"Full-time to 147.16500 (KC7SNO) at Albin, WY .",,,,,,,Weather Net: Daily at 06:45. Shy-WY ARC: Sun at 07:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,131.8,KB7SWR,Cheyenne,WY,OPEN,,,125.29,N,,56,19,41.13999939,-104.81999969,145.235,144.635,,,,Laramie,,On-Air,Local: Cheyenne.,N7GT,,,WRCG,2019-10-23,131.8,,,,,,"Full-time to 448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,91.5,KC7SNO,"Cheyenne, North Park",WY,OPEN,,,125.29,N,,56,26,41.13999939,-104.81999969,147.105,147.705,,,,Laramie,DN71,On-Air,,ShyWyArc,,,WRCG,2019-02-15,91.5,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,,125.29,N,,56,15518,41.13999939,-104.81999969,449.9,444.9,,,,Laramie,,On-Air,From 5 miles to 25 miles,N7JJY,,,,2017-01-04,100,100,,,,,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,CC,WY7EOC,Cheyenne,WY,OPEN,,D,125.29,N,,56,10803,41.13999939,-104.81999969,449.975,444.975,,,,Laramie,,On-Air,,WY7EOC,,,WRCG,2020-02-27,,,,,,,,yes,11,315601,WyDMR c Record retrieved from radioid.net,,See the website for TG/TS/CC programming info and link status/info,,,,,Wyoming DMR Project,,Laramie County Emergency Management/WY7EOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,D,126.16,N,"Cheyenne DMR Repeater. Please use ONLY TG 315615(Cheyenne Local), TG 31563 (Wy Svr Wx), and TG 31562 (Wyoming TAC 2) on Time Slot 2 (TS2). TG 3156 (Wyoming), TG 31560 (SE Wyoming ) and TG 31561 (Wyoming TAC 1) are on TS1. ALL OTHER TG connections will be directed to Time Slot 1 (TS1). Example of ALL OTHERS is any calls that are to a TG outside of Wyoming. Under special situations such as emergencies or special events TS2 may be used for TGs outside of Wyoming but those will be after repeater Admin approval.",56,8991,41.15299988,-104.81800079,448.95,443.95,,,,Laramie,DN71OD,On-Air,Local,,,,WRCG,2019-12-12,,,,,,,,yes,15,315615,Brandmeister c Record retrieved from radioid.net,BrandMeister,Brandmiester DMR only no analog.,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,127.07,W,,08,260,39.1761,-106.829,447.05,442.05,,,,Pitkin,,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,,CCARC,2012-11-10,136.5,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,130.64,SSW,,08,168,37.50500107,-105.00700378,145.355,144.755,,,,Huerfano,,On-Air,,N0JPX,"E-power, linked.",,CCARC,2019-03-17,100,,,,,,,,,,,,,,,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,,130.97,NNW,,56,20,41.15250015,-105.22100067,448.15,443.15,,,,Laramie,DN71JD,Off-Air,,KB7SWR,,,WRCG,2017-01-04,100,,,,,,"Full-time to 145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,N0LAR,Lamar,CO,OPEN,EI,,132.14,SE,ON - IDLE,08,171,38.08720016,-102.62000275,449.5,444.5,,,,Prowers,DM-88,On-Air,45,Lamar ARC,Linked full time to 146.610 (N0LAR) repeater,http://www.qrz.com/db/n0lar,CCARC,2019-12-29,123,123,,,,,"Full-time to 146.61000 (N0LAR) at Lamar, CO .",,,,,,,NWS net: Daily 12:15pm,,,,,,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,132.59,W,,08,211,39.2131,-106.937,146.67,146.07,,,,Pitkin,,On-Air,Wide area.,Ski Country ARC,Linked.,,CCARC,2012-11-10,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,CC 162.2,W0CTS,Lamar,CO,OPEN,,D,133.93,SE,Static Talkgroups: 3108 - Colorado - Slot 1 3740 - REACT - Slot 1,08,18386,38.12810135,-102.53199768,449.2,444.2,,,,Prowers,,On-Air,,,TS1 TG3108 Colorado TS1 TG31083 Co Severe Wx TS2 not networked/local,https://brandmeister.network/?page=repeater&amp;id=311409,,2019-12-21,162.2,162.2,,,,,,yes,1,311409,BrandMeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0LAR,Lamar,CO,OPEN,EI,,135.28,SE,ON - IDLE,08,3794,38.03689957,-102.59999847,146.61,146.01,,,,Prowers,DM-88,On-Air,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,Lamar Amateur Radio Club,,http://www.qrz.com/db/n0lar,CCARC,2019-12-29,123,123,,,,,"Full-time to 449.50000 (N0LAR) at Lamar, CO .",,,,,,,NWS Net 12:15pm daily,,,,,,,37784,3774,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,135.65,NW,,08,244,40.6494,-106.382,145.16,144.56,,,,Jackson,,On-Air,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,8,,CCARC,2017-01-06,88.5,123,,,,,Full-time to the Colorado Connection System .,,,,,,Part of the Colorado Connection system of repeaters.,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,,140.71,W,ON - IDLE,08,6009,39.4247,-107.097,447.15,442.15,,,,Garfield,,On-Air,,,,,,2011-08-01,136.5,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,141.54,SW,,08,14200,37.7531,-106.109,146.64,146.04,,,,Rio Grande,,On-Air,Low level local coverage,,,,,2016-12-25,77,77,,,,,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,141.91,SW,,08,16645,37.75,-106.115,447.1,442.1,,,,Saguache,,On-Air,,,,,,2017-12-13,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,141.93,SSW,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,,,,Las Animas,,On-Air,,N0ZSN,,The Fun Machine,CCARC,2015-07-27,100,100,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,The Fun Machine,363976,7301,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,142.11,NNW,,56,60,41.26660156,-105.43299866,447.225,442.225,,,,Albany,DN71GG,On-Air,Wide area.,Laramie County EM,,,WRCG,2019-12-12,,,,,,,,yes,11,315608,WyDMR c Record retrieved from radioid.net,,,,,,,Wyoming DMR Project,,Wyoming DMR Project,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,1,2,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,,142.88,NE,,08,163,40.58440018,-102.30200195,146.955,146.355,,,,Phillips,,,,PCARC,E-power.,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,143.37,WSW,,08,161,38.5458,-106.925,449.95,444.95,,,,Gunnison,,,,K5GF,,,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,143.37,WSW,,08,160,38.5458,-106.925,147.12,147.72,,,,Gunnison,,On-Air,,W0VTL,E-power.,,CCARC,2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,,144.36,N,,56,28,41.4178009,-104.09799957,147.165,147.765,,,,Laramie,,On-Air,,Shy-Wy Amateur Radio Club,E-power.,,WRCG,2017-01-04,114.8,,,,,,"Full-time to 147.10500 (KC7SNO) at Cheyenne, North Park, WY . Full-time to 146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,144.89,NNW,Node Offline,56,15436,41.09719849,-105.97699738,147.015,147.615,,,,Albany,,On-Air,Albany County,"Albany County ARES/RACES, University Amateur Radio",,http://www.uwyo.edu/uarc/,,2017-02-24,146.2,,,,,Yes; analog capable.,,,,,,,,,yes,Open ↑ / Open ↓,,,,,82070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
