Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,EchoLink,IRLP,Coordination,Last update,Coverage,Sponsor,Web links,Downlink Tone,Grid,Affiliate,Features,Links,AllStar,Notes,Nets,Feed,YSF Digital Enabled,DG-ID,WIRES-X,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,D-STAR Enabled,Node,Sources,Mixed-Mode,DMR Enabled,Color Code,Wide Network,DMR ID,On-air,Local Network,P-25 Digital Enabled,NAC,Default Reflector,IPSC Network,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide,North America,English,Talkgroup Network,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Worldwide English,Colorado,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Eastern Colorado,TAC 311,Colorado Chat,Wyoming,WyLOCAL,Location Photo
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,135.75,S,,08,245,38.0411,-105.185,224.32,222.72,88.5,Custer,Off-Air,,,CCARC,2016-07-14,,Pueblo Ham Club,PHC repeaters,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,Pueblo,CO,OPEN,,,135.75,S,,08,197,38.0411,-105.185,447.175,442.175,88.5,Pueblo,Off-Air,,,CCARC,2015-04-15,Wide area: Southeast Colorado.,Pueblo HC,Pueblo Ham Club,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,136,S,ON - IDLE,08,5369,38.034,-104.489,449.975,444.975,100,Pueblo,On-Air,363976,7301,CCARC,2017-03-11,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,K0JSC,K0JSC dot Com,100,DM78SA18,,2,"Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Linkable to 146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 146.88000 (ND0Q) at Pueblo, Deer Peak, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",28368,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,136.28,WSW,Node Offline,08,131,39.5506,-107.324,147.3,147.9,107.2,Garfield,Off-Air,266359,,CCARC,2012-11-10,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",Roaring Fork Amateur Repeater Cooperative,,,,,8,,,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,136.34,WSW,,08,8181,39.5505,-107.325,224.02,222.42,,Garfield,,,,CCARC,2012-11-12,,SCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,136.34,WSW,,08,8192,39.5505,-107.325,447.6,442.6,,Garfield,,,,CCARC,2012-11-12,40,Ski Country ARC (SCARC),,,,,50,"Full-time to 146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,Link Hub for 146.880.,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,136.34,WSW,,08,13637,39.5505,-107.325,449.85,444.85,131.8,Garfield,On-Air,,,CCARC,2018-01-15,Glenwood Springs,,http://GMRA.org,131.8,,Grand Mesa Repeater Assoc,e-power Linked to GMRA Open System,Full-time to the GMRA Open System .,,RACES net Wed 1930 Hrs Local,Colorado State RACES Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,,138.63,WSW,,08,35,39.4,-107.315,449.725,444.725,179.9,Garfield,On-Air,,3722,CCARC,2012-11-10,Wide area.,Roaring Fork Amateur Repeater Cooperative (RFARC),,,,,EchoLink.,,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,,138.63,WSW,,08,259,39.4,-107.315,147.39,147.99,107.2,Garfield,On-Air,,,,2016-07-14,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,,139.07,E,,08,163,40.5844,-102.302,146.955,146.355,,Phillips,,,,CCARC,2012-11-10,,PCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,141.4,WSW,,08,129,39.4264,-107.38,146.85,146.25,88.5,Garfield,On-Air,,,CCARC,2016-05-23,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",Colorado Connection,,123,,,70,,,Part of the Colorado Connection System of Repeaters,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,141.4,WSW,,08,130,39.4264,-107.38,146.88,146.28,107.2,Garfield,On-Air,,,CCARC,2012-11-10,,Ski Country ARC,,,,,,"Full-time to 447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,141.4,WSW,,08,132,39.4264,-107.38,447.1,442.1,107.2,Garfield,On-Air,,,CCARC,2012-11-10,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,141.4,WSW,,08,255,39.4264,-107.38,449.6,444.6,107.2,Garfield,On-Air,,,CCARC,2018-01-15,Wide area.,,http://www.gmra.org,,,,e-power Linked to GMRA open system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA7SNU,Wheatland,WY,OPEN,,,143.13,N,,56,47,42.0544,-104.952,146.88,146.28,,Platte,On-Air,,,,2019-02-21,,GPARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,,143.14,N,,56,15538,42.0544,-104.953,224.68,223.08,,Platte,On-Air,,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,,143.14,N,,56,16476,42.0544,-104.953,449.625,444.625,151.4,Platte,On-Air,,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,123,,Scottsbluff,NE,OPEN,,,143.27,NNE,,31,18469,41.86660004,-103.66699982,147.375,147.975,123,Scotts Bluff,On-Air,,,,2020-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,,144.62,NW,,56,29,41.6333,-106.526,147.24,147.84,100,Carbon,On-Air,,,WRCG,2017-01-04,Wide area.,CCARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,100,W0KAV,Scottsbluff,NE,OPEN,,,144.62,NNE,,31,111,41.8871,-103.664,444.825,449.825,,Scotts Bluff,On-Air,,,,2014-05-19,,W0KAV/KW0R,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,CSQ,WD0BQM,Scottsbluff,NE,OPEN,,,144.62,NNE,,31,57,41.8871,-103.664,145.475,144.875,CSQ,Scotts Bluff,On-Air,,,,2018-12-02,,RWMC,,CSQ,,,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,,145.89,NNE,,31,11356,41.951,-103.8,445.1,445.1,100,Scotts Bluff,On-Air,,3942,,2014-04-17,,,,100,,,,,,This is a simplex IRLP node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,103.5,KC0VJD,Firstview,CO,OPEN,W,Y,146.58,SE,,08,17703,38.7958,-102.548,447.6,442.6,,Cheyenne,On-Air,,,CCARC,2019-04-24,"US-40, US-287, US-385, CO-94, CO-96 Kit Carson, Cheyenne Wells, Firstview, Eads, Aroya, Sheridan Lake",Delbert Noakes (KC0VJD),,,,,"APRS Digireater &amp; iGate, Weather Station",,,,,,yes,Open ↑ / Open ↓,35710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,151.4,KD7JNQ,Torrington,WY,OPEN,,,147.32,NNE,,56,17395,42.0625,-104.184,448.325,443.325,151.4,Goshen,,,,,2018-10-26,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,CSQ,KF7BR,Torrington,WY,OPEN,,,147.32,NNE,,56,42,42.0625,-104.184,146.73,146.13,CSQ,Goshen,On-Air,,,,2019-02-20,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,,148.06,NNE,,31,11355,41.904,-103.558,146.445,146.445,88.5,Scotts Bluff,On-Air,,3055,,2015-03-16,,,http://garymcduffie.com,88.5,,,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,,148.15,NNE,,31,59,41.9406,-103.656,147.075,147.675,,Scotts Bluff,On-Air,,,,2014-07-08,,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,,148.29,WNW,,08,15577,40.5152,-107.546,146.97,146.37,88.5,Moffat,On-Air,,,CCARC,2017-01-06,,Northwest Colorado Amateur Radio Association,,123,,Colorado Connection,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,,148.29,WNW,,08,3740,40.5152,-107.546,145.265,144.665,107.2,Moffat,,,,CCARC,2012-11-12,,NW Colorado ARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,150.2,SW,,08,161,38.5458,-106.925,449.95,444.95,,Gunnison,,,,CCARC,2012-11-10,,K5GF,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,150.2,SW,,08,160,38.5458,-106.925,147.12,147.72,,Gunnison,On-Air,,,CCARC,2014-09-01,,W0VTL,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,153.32,S,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,Huerfano,Off-Air,,,CCARC,2019-12-12,,Pueblo Amateur Radio Club,http://www.puebloradio.org/,88.5,DM77LS,,,,,Repeater off line due to road closure for the winter. (note entered 12/2019),,,,,,,,,,,,,,,Yes; analog capable.,yes,,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,153.76,SSE,,08,167,37.9995,-103.529,147.36,147.96,,Otero,On-Air,,,,2018-09-30,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,123,,KC0ITF,E-power,,,Digital Wires-X,,,yes,Open ↑ / Open ↓,11360,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,154.2,S,,08,247,37.7719,-104.456,146.73,146.13,88.5,Huerfano,On-Air,,,CCARC,2015-04-15,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Ham Club,Pueblo Ham Club,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,,160.73,WSW,Node Offline,08,200,39.4745,-107.772,146.76,146.16,107.2,Garfield,Off-Air,243117,,CCARC,2015-06-03,"New Castle, Silt, Rifle and Rulison and areas around Parachute.","N0SWE, Roaring Fork Amateur Repeater Cooperative",,,DM69cl,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,,166.81,WSW,,08,8179,38.8683,-107.592,147.33,147.93,107.2,Delta,On-Air,,,CCARC,2016-05-16,Wide area.,North Fork Repeater Assoc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,169.08,SSW,,08,14200,37.7531,-106.109,146.64,146.04,77,Rio Grande,On-Air,,,,2016-12-25,Low level local coverage,,,77,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,169.41,SSW,,08,16645,37.75,-106.115,447.1,442.1,77,Saguache,On-Air,,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,171.68,S,,08,168,37.505,-105.007,145.355,144.755,100,Huerfano,On-Air,,3974,CCARC,2019-03-17,,N0JPX,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,,174.87,WSW,,08,36,39.2406,-107.961,449.5,444.5,107.2,Mesa,Off-Air,,,CCARC,2016-07-01,,Grand Mesa Repeater Association (GMRA),,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,,175.63,W,,08,253,39.4519,-108.052,449.8,444.8,107.2,Garfield,On-Air,,,CCARC,2018-01-15,,,GMRA Repeaters,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,,176.5,SE,ON - IDLE,08,171,38.0872,-102.62,449.5,444.5,123,Prowers,On-Air,37784,3774,CCARC,2018-03-12,45,Lamar ARC,,,,,,"Full-time to 146.61000 (N0LAR) at Lamar, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,,177.5,NW,,56,43,41.7911,-107.238,146.76,146.16,100,Carbon,On-Air,,,,2017-10-06,Wide area.,CCARS,,,,,,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,,177.5,NW,,56,55,41.7911,-107.238,147.39,147.99,100,Carbon,On-Air,,,,2017-01-04,Wide area.,HERC,,,,N7ZEF (EchoLink).,E-power.,"Full-time to 146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY . Full-time to 146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,,177.53,NW,,56,15548,41.7911,-107.239,448.3,443.3,100,Carbon,,,,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,,177.53,NW,,56,5791,41.7911,-107.239,146.7,146.1,162.2,Carbon,On-Air,,7045,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,,177.53,NW,,56,15551,41.7911,-107.239,449.8,444.8,146.2,Carbon,,,,WRCG,2017-01-04,,Wyocomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,WY7EOC,Rawlins,WY,CLOSED,,D,177.53,NW,,56,13858,41.7911,-107.239,445.05,440.05,,Carbon,On-Air,,,WRCG,2017-01-04,Wide area.,Laramie County EM,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,yes,11,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,1,2,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,,177.61,NE,Node Offline,31,10450,42.093,-102.87,147.015,147.615,,Box Butte,On-Air,775183,,,2018-01-14,Local.,N2VHZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,CC 162.2,W0CTS,Lamar,CO,OPEN,,D,177.62,SE,Static Talkgroups: 3108 - Colorado - Slot 1 3740 - REACT - Slot 1,08,18386,38.12810135,-102.53199768,449.2,444.2,162.2,Prowers,On-Air,,,,2019-12-21,,,https://brandmeister.network/?page=repeater&amp;id=311409,162.2,,,TS1 TG3108 Colorado TS1 TG31083 Co Severe Wx TS2 not networked/local,,,,,,,,,,,,,,,,,,,yes,1,,311409,,,,,,BrandMeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,177.73,WSW,,08,149,39.0667,-107.936,145.355,144.755,88.5,Mesa,On-Air,,,CCARC,2017-01-06,"Rifle to the east, several miles east of Green River, Utah to the west.",Colorado Connection,,123,,,E-power.,Full-time to the Colorado Connection System .,,Colorado Connection system of repeaters,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,,177.78,WSW,,08,8763,39.0666,-107.937,449.65,444.65,151.4,Mesa,On-Air,,8162,CCARC,2016-10-28,Wide area coverage,Keri Washburn,,151.4,,,NWS weather alert system.,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,,178.96,NE,,31,10034,42.117,-102.87,146.715,146.115,103.5,Box Butte,On-Air,,,,2018-01-14,,TriCity,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0LAR,Lamar,CO,OPEN,EI,,179.83,SE,ON - IDLE,08,3794,38.0369,-102.6,146.61,146.01,123,Prowers,On-Air,37784,3774,CCARC,2019-08-10,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford.,Lamar Amateur Radio Club,,123,DM-88,,,"Full-time to 449.50000 (KC0HH) at Lamar, CO .",,,NWS Net 12:15pm daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
449.625,-5,94.8,K0SLV,Monte Vista,CO,OPEN,,,180.27,SSW,,08,18580,37.58418274,-106.13030243,449.625,444.625,94.8,Rio Grande,On-Air,,,,2020-03-11,,S.A.R.A.,http://K0SLV.COM,,,,Emergency Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,,180.92,E,Node Offline,31,11025,41.1282,-101.72,146.76,146.16,123,Keith,On-Air,751985,7349,,2015-07-09,,Charlie Allen,,,,,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,Sun at 19:30. Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,,181.48,WSW,,08,3755,38.9944,-107.973,447.35,442.35,107.2,Delta,,,,CCARC,2012-11-10,,Grand Mesa Repeater Assoc (GMRA),GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,,181.81,WSW,,08,3745,38.9016,-107.926,147.195,147.795,107.2,Delta,,,,,2018-04-04,Local.,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,,181.81,WSW,,08,3749,38.9016,-107.926,147.36,147.96,100,Delta,On-Air,,,CCARC,2019-08-26,,W0ALC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,,181.81,WSW,,08,3760,38.9016,-107.926,449.825,444.825,100,Delta,,,,CCARC,2018-04-04,,W0ALC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,183.06,S,ON - IDLE,08,13485,37.3407,-105.024,449.75,444.75,100,Las Animas,On-Air,363976,7301,CCARC,2015-07-27,,N0ZSN,The Fun Machine,100,,The Fun Machine,,Full-time to the The Fun Machine System .,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,,185.98,SW,,08,63,37.8492,-106.926,146.925,146.325,,Mineral,Off-Air,,,CCARC,2012-11-12,,Creede ARC,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,,187.41,SE,,20,3559,38.9139,-101.594,444.6,449.6,146.2,Wallace,On-Air,,3148,,2019-03-27,US-40 Repeater Coverage Map,WA0VJR,,,,,,,,Dial 9335 to access K-Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,,188.49,SW,,08,15213,38.3875,-107.674,448.65,443.65,,Montrose,On-Air,,,,2016-10-11,Wide area.,KB0YNA,,151.4,,,,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,,188.49,SW,,08,69,38.3875,-107.674,447.2,442.2,107.2,Montrose,On-Air,,3710,CCARC,2018-01-15,Delta/Montrose,,GMRA Repeaters,107.2,,Grand Mesa Repeater Assoc,9,Full-time to the GMRA Open System .,,Closed IRLP out - Ask for a control op,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,,190.21,SW,,08,16607,38.03,-107.315,147.135,146.535,123,Hinsdale,On-Air,,,CCARC,2018-01-15,,,http://www.sjcham.com,,,,E-power (solar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
