Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Uplink Tone,Grid,AllStar,Nets,Web links,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Central Regional,Affiliate,Notes,Downlink Tone,EchoLink,IRLP,Commands,Links,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,D-STAR Enabled,Node,Sources,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,On-air,Local Network,Northern Colorado Regional,Feed,TAC 310,TAC 311,Colorado,Colorado Chat,Southern Colorado,Eastern Colorado,Bandwidth,Devilshead Local,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Talkgroup Network,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Worldwide English,North America,Worldwide,English,REACT,CO-Park County,Wyoming,WyLOCAL
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,108.62,WNW,,08,136,39.77719879,-105.32900238,448.85,443.85,,,,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,e-power.,CCARC,2016-01-17,88.5,DM79IS,,ARA: Wed at 20:00.,ARA Repeaters,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,108.62,WNW,,08,86,39.77719879,-105.32900238,224,222.4,,,,Jefferson,On-Air,,Rocky Mountain Radio League,8,CCARC,2017-03-11,103.5,,,,Repeater,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,108.62,WNW,,08,133,39.77719879,-105.32900238,147.15,147.75,,,,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),e-power,CCARC,2016-01-17,100,DM79IS,,ARA: Wed at 20:00.,ARA Repeaters,,,,,,,,,,,100,,,,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,108.75,W,,08,7,39.4056015,-105.47299957,146.895,146.295,,,,Park,On-Air,285,AB0RR,25,CCARC,2017-07-05,100,,45835,Wed at 19:30.,Park County Radio Club (PCRC),,,,,,,,,,,100,,,,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,108.75,WSW,,08,7184,38.45420074,-105.29000092,446.7375,441.7375,,,,Fremont,On-Air,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,IPSC Link to the Colorado network on Talk Slot 2.,CCARC,2019-11-27,,DM78ii,,,http://www.k0jsc.com,yes,7,310815,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,Rocky Mountain Ham Radio,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,2,,,,yes,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,108.75,WSW,ON - IDLE,08,8879,38.45420074,-105.29000092,447.25,442.25,,,,Fremont,On-Air,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,,CCARC,2013-01-27,100,DM78ik,28368,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,K0JSC dot Com,,,,,,,,,,,100,363976,7301,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,Listen Live,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,108.75,WSW,,08,29,38.45420074,-105.29000092,53.03,51.33,,,,Fremont,On-Air,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",CCARC,2012-07-10,88.5,DM78IK,,,Http://www.qsl.net/rghc,,,,,,,,,RGARC,Split site Fremont peak transmitter and 8 mile mountain reciever.,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,108.75,WSW,,08,30,38.45420074,-105.29000092,145.49,144.89,,,,Fremont,On-Air,,Royal Gorge Amateur Radio Club,E-power (Bat),CCARC,2017-03-11,103.5,DM78ik,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,Royal Gorge Amateur Radio Club,,,,,,,,,Colorado ARES Region 5 District 1,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,108.75,WSW,,08,31,38.45420074,-105.29000092,223.96,222.36,,,,Fremont,On-Air,Wide area. Repeater Coverage Map,RGARC,"E-power (Bat), Remote Base",CCARC,2017-10-04,103.5,DM78IK,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,108.75,WSW,,08,32,38.45420074,-105.29000092,447.75,442.75,,,,Fremont,On-Air,,RGARC,E-power (Bat),CCARC,2017-03-11,103.5,,,,Royal Gorge Amateur Radio Club,,,,,,,,,,,103.5,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,109.23,WSW,,08,33,38.53860092,-105.34899902,449,444,,,,Fremont,On-Air,,WB0WDF,"E-power (Solar, Wind)",CCARC,2012-06-14,67,DM78HM,,,Mega Link,,,,,,,,,,North of the Royal Gorge Bridge.,67,,,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,109.26,NW,,08,156,40.40359879,-104.69999695,146.85,146.25,,,,Weld,On-Air,,Northern Colorado ARC,"E-power, WX.",CCARC,2017-05-08,100,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,109.36,NW,,08,159,40.40370178,-104.70300293,449.725,444.725,,,,Weld,On-Air,,K0OJ,"Autopatch, WX.",CCARC,2019-10-04,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,109.37,WNW,,08,112,39.75249863,-105.35800171,448.625,443.625,,,,Jefferson,On-Air,Denver metro area.,Denver Radio Club,E-power.,CCARC,2017-03-11,100,DM79HS,,DRC: Sun at 20:30.,DRC Repeaters,,,,,,,,,,,100,,,,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,109.42,WNW,,08,82,39.75249863,-105.35900116,146.985,146.385,,,,Denver,On-Air,,El Jebel RADOPS,E-power.,CCARC,2016-09-05,100,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,100,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,109.42,WNW,,08,140,39.75249863,-105.35900116,145.28,144.68,,,,Jefferson,On-Air,Wide area.,,"Closed autopatch, e-power, linked.",CCARC,2015-05-22,100,DM79HS,,Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,,,,,,,,,,"PL is usually off, allowing use by older transceivers.",,,,,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,109.42,WNW,,08,138,39.75249863,-105.35900116,449.525,444.525,,,,Jefferson,On-Air,,KE0SJ,E-power.,CCARC,2015-05-23,CSQ,DM79HS,,,Intermountain Repeater Group,,,,,,,,,,,,,,,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,N0PUF,"Golden, Centennial Cone",CO,OPEN,,,109.42,WNW,,08,77,39.75249863,-105.35900116,146.64,146.04,,,,Jefferson,On-Air,Wide area. Repeater Coverage Map,Denver Radio League,E-power.,CCARC,2020-03-13,100,,,,DRL Repeaters,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,109.67,W,,08,170,39.0489006,-105.51200104,147.36,147.96,,,,Park,On-Air,Wide area.,,E-power.,CCARC,2018-01-15,107.2,DM79FB,,,CMRG Repeaters,,,,,,,,,,,107.2,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,109.72,W,,08,169,39.04940033,-105.51300049,146.685,146.085,,,,Park,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,2016-11-17,107.2,DM79FB,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,107.2,,,Autopatch: 911,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,110.02,NW,,08,16,40.05559921,-105.15699768,146.76,146.16,,,,Boulder,On-Air,Wide area.,Rocky Mtn VHF Soc,5,CCARC,2017-03-11,100,DN70KB,,,,,,,,,,,,Boulder County ARES,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,110.12,WNW,,08,9702,39.76580048,-105.36599731,927.8375,902.025,,,,Jefferson,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,CCARC,2020-01-01,D205,DM79HS,,,,,,,,,,,,,,100,,,,Full-time to the The 900 P25 Network System .,yes,293,yes,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,110.12,WNW,,08,7165,39.76570129,-105.36599731,446.7875,441.7875,,,,Jefferson,On-Air,,Denver Radio Club,,CCARC,2019-11-27,,,,,http://www.w0tx.org/,yes,1,310804,DMR-MARC c Record retrieved from radioid.net,,,,,Brandmeister Network,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,110.63,NW,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,,,Weld,On-Air,,,,,2020-02-17,,,,,,yes,2,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,110.63,NW,,08,8210,40.4233017,-104.70899963,449.325,444.325,,,,Weld,On-Air,,Colorado Amateur Repeater Network (CARN),,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,112.27,NW,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,,,,Boulder,On-Air,,N0EPA,,CCARC,2019-06-19,151.4,,,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,112.27,NW,,08,175,40.16719818,-105.10099792,147.27,147.87,,,,Boulder,On-Air,Wide area: Northern Colorado.,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",CCARC,2017-03-11,100,,,,http://w0eno.org/?q=node/11,,,,,,,,,,,100,,,,"Linkable to 448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,112.27,NW,,08,177,40.16719818,-105.10099792,448.8,443.8,,,,Boulder,On-Air,,Longmont ARC,30,CCARC,2017-03-11,88.5,,,LARC: Sun at 20:00.,,,,,,,,,,,,88.5,,,,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,112.37,WNW,,08,18534,39.97848511,-105.27445221,423,1243,,,,Boulder,On-Air,"Wide Area, WY border to DIA to SE Denver",BATVC,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,2020-02-25,ATV,,,"ATV, Thurs, 3pm local",https://kh6htv.com/,,,,,,,,,ATN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,112.38,WNW,,08,10,39.97800064,-105.27500153,448.9,443.9,,,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,6,CCARC,2013-03-17,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,112.39,WNW,,08,13,39.97829819,-105.27500153,146.61,146.01,,,,Boulder,On-Air,,Boulder Amateur Radio Club,,CCARC,2019-08-23,100,,,,,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,112.52,NW,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,,,Boulder,On-Air,20,Boulder County ARES,E-power.,CCARC,2012-11-12,,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,112.52,NW,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,,,Boulder,On-Air,20,Boulder County ARES,E-power.,CCARC,2013-12-21,,DN70JA,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,112.55,WNW,,08,14,39.97750092,-105.27899933,146.7,146.1,,,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,6,CCARC,2013-03-17,100,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,112.59,WNW,,08,9580,39.71889877,-105.44000244,447.85,442.85,,,,Clear Creek,Off-Air,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,CCARC,2019-08-23,141.3,,29571,,,,,,,,,,,Rocky Mountain Ham Radio,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,113.48,WNW,,08,21,40.01499939,-105.26999664,449.4,444.4,,,,Boulder,Off-Air,,BARC,2,CCARC,2013-01-08,91.5,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,113.48,WNW,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,,,,Boulder,On-Air,Denver metro area.,Rocky Mtn VHF Soc,8,CCARC,2017-03-11,100,,,,,,,,,,,,,,,,217336,,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,113.53,WNW,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,,,Boulder,On-Air,,Boulder County ARES,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,113.53,WNW,,08,8185,40.01499939,-105.27100372,446.8,441.8,,,,Boulder,On-Air,Wide area.,Rocky Mountain Ham Radio,,CCARC,2019-11-27,,,,,Rocky Mountain Ham Radio,yes,7,310800,RMHR c Record retrieved from radioid.net,,,,,Rocky Mountain Ham Radio,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,113.53,WNW,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,,,Boulder,On-Air,,Boulder County ARES,E-power.,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,113.55,WNW,,08,8250,39.6731987,-105.48000336,449,444,,,,Clear Creek,On-Air,,CARN,,CCARC,2017-03-11,136.5,,,,,,,,,,,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,,113.64,SE,,20,4086,38.17499924,-101.76100159,444,449,,,,Hamilton,On-Air,,SKECT,E-power.,Kansas Repeater Council,2018-07-12,141.3,DM98CE,,,http://skect.org/default.aspx,,,,,,,,,,,141.3,,,,Full-time to the SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,113.84,NW,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,,,,Boulder,Off-Air,Local,BARC,12,CCARC,2017-05-02,91.5,DN70jb,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,91.5,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,114.01,WNW,,08,84,39.67810059,-105.48699951,147.3,147.9,,,,Clear Creek,On-Air,Wide area.,Denver PD EEB,,CCARC,2017-03-11,103.5,DM79GQ,,,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,114.04,WNW,,08,94,39.67739868,-105.48799896,448.675,443.675,,,,Denver,On-Air,Wide area.,W0CFI,,CCARC,2020-02-06,100,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,114.29,WNW,,08,78,39.6794014,-105.49199677,146.67,146.07,,,,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,11,CCARC,2019-11-11,100,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,114.29,WNW,,08,107,39.6794014,-105.49199677,145.145,144.545,,,,Clear Creek,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,E-power.,CCARC,2019-11-11,107.2,,,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,114.29,WNW,ON - IDLE,08,264,39.6794014,-105.49199677,447.575,442.575,,,,Clear Creek,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),,CCARC,2017-11-13,107.2,,,,http://www.w0cra.org,,,,,,,,,,,107.2,347088,3291,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,114.29,WNW,,08,76,39.6794014,-105.49199677,145.49,144.89,,,,Jefferson,On-Air,,"KB0VIU, Denver Radio Club",E-power.,CCARC,2017-03-11,100,,,DRC: Sun at 20:30.,DRC Repeaters,,,,,,,,,,,100,,,,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,114.29,WNW,Node Offline,08,98,39.6794014,-105.49199677,449.35,444.35,,,,Clear Creek,On-Air,Wide area.,Denver Radio Club,11,CCARC,2017-03-11,100,,,,DRC Repeaters,,,,,,,,,,,100,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,114.34,WNW,,08,99,39.6794014,-105.49299622,449.45,444.45,,,,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,11,CCARC,2016-12-23,103.5,DM79GQ,,RMRL: Mon at 20:30.,Repeater,,,,,,,,,,,127.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,114.35,WNW,,08,7190,39.67979813,-105.49299622,446.9375,441.9375,,,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,,CCARC,2019-11-27,,,,,Rocky Mountain Ham Radio,yes,7,310801,RMHR c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,See the website for programming information.,,,,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,RMHAM,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,114.35,WNW,,08,8197,39.67969894,-105.49299622,448.225,443.225,,,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,E-power(gen).,CCARC,2016-05-24,141.3,DM79GQ,,,,,,,,,,,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,114.35,WNW,,08,81,39.67979813,-105.49299622,146.94,146.34,,,,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,11,CCARC,2017-03-11,103.5,DM79GQ,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Repeater,,,,,,,,,,,103.5,,,Autopatch: 911* / Off 0*.,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,116.48,WNW,,08,72,39.88750076,-105.4260025,145.31,144.71,,,,Gilpin,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,10,CCARC,2019-08-15,88.5,DM79GV,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",123,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
