Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update,Coverage,Web links,Links,Nets,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Notes,Features,Grid,IPSC Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,EchoLink,AllStar,On-air,IRLP,Commands,Bandwidth,Mixed-Mode,P-25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Location Photo,Feed,Central Regional,Northern Colorado Regional,Eastern Colorado,TAC 311,Colorado,Colorado Chat
145.43,-0.6,162.2,KD5SAR,Zuni,NM,OPEN,,,161.7,SSW,,35,185,35.06940079,-108.84799957,145.43,144.83,162.2,,McKinley,On-Air,MCARES,NMFCC,2017-01-14,Wide are: Southern McKinley County.,,,,,,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,,162.66,SSE,,35,3113,35.19670105,-106.51000214,224.48,222.88,100,,Bernalillo,On-Air,K6LIE,NMFCC,2015-01-12,Entire Albuquerque Area,,,,,,,,High Desert ARC of New Mexico,Moved to new location and added PL,,DM65RE,,,,,,,,,,,,,,,,,,,3285,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,,162.92,SSE,,35,11724,35.21829987,-106.4509964,443.75,448.75,100,,Bernalillo,Off-Air,"WA6CCB, K5RKE",NMFCC,2017-07-21,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,DM65SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,,163.04,SSE,,35,4208,35.21670151,-106.44999695,51.7,50.7,156.7,,Bernalillo,Off-Air,K5RKE,NMFCC,2017-07-25,,,,,,,,,,Off the air until spring 2014,,DM65SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC,WR7HLN,"Albuquerque, Sandia Crest",NM,OPEN,,D,163.04,SSE,"The First Mac Pass Repeater Group DMR Repeater in New Mexico Sandia Crest 2 miles East of Albuquerque, NM. 10,600 Feet Elevation. 50 watt Hytera RD985 Repeater. Dual Mix with Analog, PL 131.8. Receive Antenna is Directional to the West at 10 db gain, the Transmit antenna is a Celwave PD-1151 8dBd omni pattern. Tower height is 65 feet, repeater antennas are on top. The repeater is working very, very well and no RF Noise issues on the mountain. On the air April 27, 2019.",35,151,35.21670151,-106.44999695,443.3,448.3,,,Bernalillo,On-Air,Mac Pass Repeater Group,NMFCC,2019-12-08,Wide area.,http://dmr-montana.net,,,yes,1,310792,yes,,Timeslot 1 3135 (New Mexico) Timeslot 2 31301 (MPRG 1),Brandmeister Networ on DMR Dual Mix Repeater with Analog on PL Tone 131.8,DM65SF,BrandMeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,163.08,E,,08,7184,38.4542,-105.29,446.7375,441.7375,,,Fremont,On-Air,,CCARC,2017-03-11,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,http://www.k0jsc.com,Full-time to the Colorado TRBO System .,,yes,7,,yes,Rocky Mountain Ham Radio,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,IPSC Link to the Colorado network on Talk Slot 2.,DM78ii,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,163.08,E,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,100,Fremont,On-Air,,CCARC,2013-01-27,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,K0JSC dot Com,Full-time to the The Fun Machine System .,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,,,DM78ik,,,,,,,,,,,,,,,,363976,28368,,7301,,,,,,,,,yes,Listen Live,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,163.08,E,,08,29,38.4542,-105.29,53.03,51.33,88.5,88.5,Fremont,On-Air,WB0WDF,CCARC,2012-07-10,,Http://www.qsl.net/rghc,,,,,,,RGARC,Split site Fremont peak transmitter and 8 mile mountain reciever.,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,163.08,E,,08,30,38.4542,-105.29,145.49,144.89,103.5,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,,Royal Gorge Amateur Radio Club,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,,,,,Colorado ARES Region 5 District 1,,E-power (Bat),DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,163.08,E,,08,31,38.4542,-105.29,223.96,222.36,103.5,103.5,Fremont,On-Air,RGARC,CCARC,2017-10-04,Wide area. Repeater Coverage Map,,,,,,,,,,"E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,163.08,E,,08,32,38.4542,-105.29,447.75,442.75,103.5,103.5,Fremont,On-Air,RGARC,CCARC,2017-03-11,,Royal Gorge Amateur Radio Club,,,,,,,,,E-power (Bat),,,,,,,,,,,,,,,,,,,,3081,,,,,,,,,yes,,,,,,,
442.9,5,CC,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,D,163.23,SSE,,35,12414,35.21350098,-106.44999695,442.9,447.9,,,Bernalillo,On-Air,"Rocky Mountain Ham Radio, NM",NMFCC,2019-12-16,,DMR Radio Site Information,Full-time to the Colorado TRBO System .,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,yes,7,313503,yes,,,TS 1 TG 700 Wide TS 2 TG 719 South TS 2 TG 713 Albuquerque Local TS 2 TG 505 New Mexico,DM65SF,Rocky Mtn c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,163.25,E,,08,278,38.45389938,-105.28600311,927.7,902.7,D114,,Fremont,On-Air,Royal Gorge ARC,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,163.27,E,,08,33,38.5386,-105.349,449,444,67,67,Fremont,On-Air,WB0WDF,CCARC,2012-06-14,,Mega Link,Full-time to the Mega-Link System .,,,,,,,North of the Royal Gorge Bridge.,"E-power (Solar, Wind)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,S,163.43,SSE,,35,9295,35.21030045,-106.44999695,443.8,448.825,,,Bernalillo,On-Air,Sandia National Laboratories ARC,NMFCC,2017-07-08,Wide area;,,,,,,,,,,,,,,,,,,,,,,,,yes,W5MPZ (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,,163.59,SSE,,35,31,35.20890045,-106.4469986,442.6,447.6,100,,Bernalillo,On-Air,URFMSI,NMFCC,2017-01-15,Wide area.,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,,,,,,,,"Voting receiver. 10,680'",Closed autopatch.,DM65SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,,163.59,SSE,,35,28,35.20890045,-106.4469986,442.1,447.1,162.2,,Bernalillo,On-Air,Albuquerque Gas Balloon Assoc,,2017-07-08,Wide area.,,,,,,,,,,E-power.,DM65SF,,,,,,,,,,,,,,,,,,,3676,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,,163.59,SSE,,35,203,35.20890045,-106.4469986,442.75,447.75,162.2,,Bernalillo,On-Air,,,2015-04-30,,,,,,,,,,,10,DM65SF,,,,,,,,,,,,,,,,,,,7855,,,,,,,,,,,,,,,,
145.29,-0.6,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,,163.59,SSE,,35,15,35.20890045,-106.4469986,145.29,144.69,100,,Bernalillo,On-Air,New Mexico Mega Link Assoc,NMFCC,2017-03-02,,http://nm5ml.com/,Full-time to the Mega-Link System .,,,,,,,,10,DM65SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,100,NM5ML,"Albuquerque, Sandia Crest",NM,OPEN,,,163.59,SSE,,35,37,35.20890045,-106.4469986,444.325,449.325,100,,Bernalillo,On-Air,,NMFCC,2018-01-07,Wide area.,,Full-time to the Mega-Link System .,,,,,,,,10,DM65SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,,163.59,SSE,,35,16,35.20890045,-106.4469986,145.33,144.73,100,,Bernalillo,On-Air,Amateur Radio Caravan Club of New Mexico,NMFCC,2015-12-28,Wide area.,http://caravanradio.org/,"Full-time to 444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",AACC: Sun at 0900.,,,,,,,E-power.,DM65SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,,163.59,SSE,,35,34,35.20890045,-106.4469986,444,449,100,,Bernalillo,On-Air,Amateur Radio Caravan Club of New Mexico,NMFCC,2017-07-16,Wide area.,http://www.caravanradio.org,"Full-time to 145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",AACC: Sun at 0900.,,,,,,,E-power.,DM65SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,,163.69,SSE,Node Offline,35,16283,35.16609955,-106.54299927,443.85,448.85,103.5,,Bernalillo,On-Air,KC0QIZ,NMFCC,2017-09-05,,,,,,,,,,,,DM65RD,,,,,,,,,,,,,,,,881226,,,3818,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,164.03,NE,,08,12698,39.0469,-105.87,446.7625,441.7625,,,Park,On-Air,K7PFJ,,2017-03-11,,,,,yes,0,,yes,RMHAM,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
145.13,-0.6,100,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,,164.08,SSE,,35,15613,35.17350006,-106.51000214,145.13,144.53,100,100,Bernalillo,On-Air,BERNCO OEM,NMFCC,2018-06-16,,http://bc-ares.org/wordpress/,"Full-time to 145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",,,,,,,,,DM65RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,165.03,E,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,100,Fremont,On-Air,K0JSC,CCARC,2017-03-11,Canon City area. Repeater Coverage Map,http://www.k0jsc.com,Full-time to the The Fun Machine System .,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,,Autopatch.,,,,,,,,,,,,,,,,,363976,28368,,7301,,,,,,,,,,Listen Live,,,,,,
442.25,5,CC,WA5IHL,Albuquerque,NM,OPEN,,D,165.12,SSE,2,35,15732,35.06000137,-106.76999664,442.25,447.25,,,Bernalillo,On-Air,,NMFCC,2019-12-08,Albuquerque,http://www.aztrbonet.com/MinimalNetwatch,,,yes,1,313506,yes,,,,,AZ Trbo c Record retrieved from radioid.net,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 PTT North America 1 3 PTT English 1 13 Full-Time 2 Full-Time Europe 2 2 Full-Time TAC 310 2 310 PTT DCI Bridge 2 3100 PTT Southwest USA 2 3176 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,AZ-TrboNet,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,165.34,NE,,08,5336,39.21,-106.087,447.125,442.125,103.5,103.5,Park,On-Air,AA0BF,CCARC,2019-03-08,"Covers Fairplay, Alma, and western South Park.",,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,"Park County Radio Club, AB0PC","Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",Emergency automatic generator.,DM69wf,,,,,,,,,,,,,,,,,45840,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,,165.44,W,,49,169,37.03419876,-110.8690033,448.75,443.75,100,,San Juan,On-Air,,UVHFS,2014-06-30,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,10,DM47NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,,165.44,W,,49,183,37.03419876,-110.8690033,449.925,444.925,100,,San Juan,On-Air,Lake Powell ARG,UVHFS,2014-12-20,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,10,DM47NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,,165.44,W,,49,218,37.03419876,-110.8690033,146.96,146.36,100,,San Juan,On-Air,KE7OZE,UVHFS,2018-06-18,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,Intermountain Intertie,10,,DM47NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,,165.44,W,,49,11827,37.0340004,-110.8690033,448.6,443.6,100,,San Juan,On-Air,Utah VHF Society,UVHFS,2018-11-25,Wide Area.,http://utahvhfs.org/snowlink.html,"Full-time to 448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ . Full-time to the Intermountain Intertie System .",UVHFS: Tue at 20:00.,,,,,Intermountain Intertie,,,DM47NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,165.5,NNE,,08,16783,39.2653,-106.182,445.05,440.05,,,Lake,On-Air,K2AD,CCARC,2018-07-07,,http://www.rmham.org/,,,yes,7,310852,yes,Rocky Mountain Ham Radio,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,,165.95,SE,,35,145,35.76720047,-105.55400085,147.26,147.86,67,,San Miguel,On-Air,,NMFCC,2018-01-07,Wide area.,,Full-time to the Mega-Link System .,,,,,,,,11,DM75FS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas, Elk Mountain",NM,OPEN,,,166.01,SE,,35,115,35.76670074,-105.5530014,147.3,147.9,162.2,,San Miguel,On-Air,Santa Fe ARC,NMFCC,2017-07-06,Wide area.,SFARC Repeaters,,,,,,,,,"E-power, linked.",DM75FS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,,166.15,SSE,,35,15759,35.06700134,-106.7009964,442.05,447.05,100,100,Bernalillo,On-Air,BERNCO OEM,NMFCC,2018-06-16,,http://bc-ares.org/wordpress/,,,,,,,,,,,,,,,,,,,,,,,,,,,28828,,,,,,,,,,,,,,,,,,
442.45,5,67,K5FIQ,"Albuquerque, Northern Sandia Mountain Top",NM,OPEN,,,166.2,SSE,,35,17186,35.08440018,-106.65000153,442.45,447.45,67,67,Bernalillo,On-Air,Upper Rio Grande FM Society,,2018-07-16,,http://www.urfmsi.org,,,,,,,,,"FM, Autopatch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,-5,123,KE5XE,Albuquerque,NM,OPEN,,,166.2,SSE,,35,16953,35.08440018,-106.65000153,443.5,438.5,123,,Bernalillo,,,,2018-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
145.01,0,,W5SCA,"Albuquerque, Sandia Crest",NM,OPEN,,,166.2,SSE,,35,16939,35.08440018,-106.65000153,145.01,145.01,,,Bernalillo,,Sandoval County Amateur Radio Emergency Service,,2018-04-04,wide-area,,,,,,,,,,Packet node W5SCA-11,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
145.29,-0.6,100,WA5IHL,"Albuquerque, Sandia Mnts",NM,OPEN,,,166.2,SSE,,35,17322,35.08440018,-106.65000153,145.29,144.69,100,,Bernalillo,On-Air,,,2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,166.3,NNE,,08,172,39.28139877,-106.18599701,145.445,144.845,88.5,,Lake,On-Air,Colorado Connection,CCARC,2019-08-16,,,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",E-power (solar).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,,166.59,SSE,,35,27,35.13769913,-106.4980011,224.58,222.98,100,,Bernalillo,On-Air,KH6JTM,NMFCC,2017-07-20,,,,,,,,,,,"Autopatch, e-power.",DM65SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,,166.66,SSE,,35,16270,35.08890152,-106.61799622,442.525,447.525,100,,Bernalillo,On-Air,KE5LOH,NMFCC,2017-07-21,,,,,,,,,,,,DM65QC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,,166.73,SE,,35,101,35.59109879,-105.73200226,53.2,52.2,107.2,,Santa Fe,Off-Air,N9PGQ,NMFCC,2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,,166.73,SE,,35,102,35.59109879,-105.73200226,146.84,146.24,107.2,,Santa Fe,,N9PGQ,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,,166.73,SE,,35,103,35.59109879,-105.73200226,442.125,447.125,107.2,,Santa Fe,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,,167.02,SSE,,35,22,35.13059998,-106.4980011,147.32,147.92,100,,Bernalillo,On-Air,K5LXP,NMFCC,2017-08-13,,K5LXP Repeters,,,,,,,,,20,DM65SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,,167.25,SSE,,35,15626,35.10900116,-106.54199982,146.74,146.14,146.2,,Bernalillo,On-Air,KD5MHQ,NMFCC,2017-08-25,,,,,,,,,,,,DM65RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,,167.92,SSE,Node Offline,35,15944,35.09460068,-106.5510025,147.465,147.465,88.5,,Bernalillo,On-Air,,,2017-07-21,,http://www.w5mhg.com,,,,,,,,,,DM65RC,,,,,,,,,,,,,,,,465010,28239,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,,168.37,SSE,,35,23,35.10919952,-106.49700165,147.36,147.96,100,,Bernalillo,Off-Air,KB5XE,NMFCC,2017-07-16,,,,,,,,,,,E-power.,DM65SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,KA5BIW,Albuquerque,NM,OPEN,,,168.48,SSE,,35,17679,35.09590149,-106.52500153,224.38,222.78,100,,Bernalillo,,KA5BIW,,2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,,168.66,WNW,ON - IDLE,49,56,38.0726,-110.795,147.08,147.68,136.5,,Wayne,On-Air,Sinbad Desert ARC,UVHFS,2018-08-11,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",http://sdarc.us/repeaters/mt-ellen.html,Full-time to the Sinbad Desert (SDARC) System .,,,,,,,11,"Closed autopatch, remote base.",,,,,,,,,,,,,,,,,64264,,,3270,,,,,,,,,,,,,,,,
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,,169.09,SSE,Node Offline,35,152,35.1631012,-106.34799957,224.94,223.34,,,Bernalillo,Off-Air,W5AOX,NMFCC,2018-05-21,,http://www.qsl.net/w5aox/,"Full-time to 444.15000 (W5AOX) at Sandia park, NM .",,,,,,,,Remote base.,DM65TD,,,,,,,,,,,,,,,,3061,,,,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) Step Freq UP 1 KHz C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes C8 Read Back Current Mode C0 (Zero) Read Current Freq in CW C4 Activate Remote Base Transmit 587 Remote Base Receive Only 576 Toggle RX Preamp C5 Toggle RX 20dB Attenuator C3 Select 80/40M Dipole *1A Select Triband (10-15-20-6M) Beam *1B Select Ringo Ranger 2M vert ant *2A Select 2M + 432 horiz beams *2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",,,,,,,,,,,,,,,
444.15,5,100,W5AOX,Sandia park,NM,OPEN,E,,169.09,SSE,Node Offline,35,35,35.1631012,-106.34799957,444.15,449.15,100,,Bernalillo,On-Air,W5AOX,NMFCC,2017-07-16,,,"Full-time to 224.94000 (W5AOX) at Sandia Park, NM .",,,,,,,,,DM65TD,,,,,,,,,,,,,,,,3061,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,,169.35,SSE,,35,38,35.05780029,-106.58699799,146.9,146.3,67,,Bernalillo,On-Air,Upper Rio FM Society,NMFCC,2017-07-16,Wide area.,,"Full-time to 147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",,,,,,,,5,DM65QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,,169.35,SSE,,35,39,35.05780029,-106.58699799,449.55,444.55,71.9,,Bernalillo,On-Air,Upper Rio FM Soc,NMFCC,2017-07-16,,,,,,,,,,,5,DM65QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,,169.35,SSE,,35,40,35.05780029,-106.58699799,449.8,444.8,67,,Bernalillo,On-Air,Upper Rio FM Soc,NMFCC,2017-07-16,,,,,,,,,,,5,DM65QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,S,169.35,SSE,,35,7531,35.05780029,-106.58699799,449.45,444.45,,,Bernalillo,On-Air,The Upper Rio FM Society,NMFCC,2017-07-20,,http://www.urfmsi.org,,,,,,,,,,DM65QB,,,,,,,,,,,,,yes,W5URR (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,,169.61,NNW,,08,174,39.5819,-108.952,447,442,107.2,,Garfield,On-Air,,CCARC,2018-01-15,Wide area.,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,,170.07,SSE,,35,192,35.06719971,-106.53299713,927.7,902.7,210.7,,Bernalillo,Off-Air,,,2017-07-21,Wide area.,,,,,,,,,,"Closed autopatch, linked.",DM65RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,,170.23,SSE,,35,24,35.07910156,-106.49700165,147.38,147.98,,,Bernalillo,On-Air,ED&amp;DREW,NMFCC,2017-07-21,,,,,,,,,,,,DM65SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
