Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Last update,Coverage,Features,Nets,Web links,Coordination,Notes,Grid,Affiliate,On-air,DMR Enabled,Color Code,Wide Network,AllStar,YSF Digital Enabled,DG-ID,Mixed-Mode,EchoLink,DMR ID,IPSC Network,IRLP,Commands,P-25 Digital Enabled,NAC,Default Reflector,Local Network,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,D-STAR Enabled,Node,Sources,Worldwide,English,TAC 310,Southern Colorado,Central Regional,Feed,Wyoming,WyLOCAL,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Mountain Reg USA,Bandwidth,WIRES-X,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,190.29,SE,,08,193,38.36240005,-104.55999756,146.79,146.19,88.5,,Pueblo,On-Air,Pueblo Amateur Radio Club,,2019-12-10,Wide area.,E-power.,,Pueblo Amateur Radio Club,CCARC,,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,190.29,SE,,08,198,38.36240005,-104.55999756,447.95,442.95,88.5,,Pueblo,On-Air,Pueblo Amateur Radio Club,,2019-12-10,Wide area.,E-power.,,Pueblo Amateur Radio Club,CCARC,Dual Mode Analog/DMR,DM78ri,,,yes,0,,,,,Yes; analog capable.,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,190.46,SSE,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,,Custer,Off-Air,Pueblo Ham Club,,2016-07-14,,11,,PHC repeaters,CCARC,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,190.46,SSE,,08,197,38.04109955,-105.18499756,447.175,442.175,88.5,,Pueblo,Off-Air,Pueblo Amateur Radio Club,,2019-12-10,Wide area: Southeast Colorado.,11,,http://www.puebloradio.org/,CCARC,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,100,WA0JTB,"Sterling, CO",CO,OPEN,,,190.54,ESE,,08,238,40.62559891,-103.20700073,145.295,144.695,100,,Logan,On-Air,NECARA,,2020-01-17,Wide area,"Autopatch, e-power.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,,190.83,SSW,,08,209,37.79330063,-107.6289978,147.375,147.975,156.7,,San Juan,On-Air,,"Part-time to 146.67000 (K0EP) at Durango, Eagle Pass, CO .",2018-01-15,Wide area.,13,,http://www.sjcham.com,CCARC,,DM67ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,100,W0KAV,Scottsbluff,NE,OPEN,,,191.1,E,,31,111,41.88710022,-103.66400146,444.825,449.825,100,,Scotts Bluff,On-Air,W0KAV/KW0R,,2020-01-05,,"Autopatch, e-power.",,,,,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,CSQ,WD0BQM,Scottsbluff,NE,OPEN,,,191.1,E,,31,57,41.88710022,-103.66400146,145.475,144.875,CSQ,,Scotts Bluff,On-Air,RWMC,,2018-12-02,,e-power.,,,,,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,191.3,SE,,08,8173,38.30690002,-104.62000275,147,147.6,,,Pueblo,On-Air,Carl Higbee,,2014-02-26,,,,,CCARC,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,191.9,ESE,,08,2,40.16059875,-103.21399689,145.4,144.8,88.5,123,Washington,On-Air,Colorado Connection,Full-time to the Colorado Connection System .,2018-11-02,Northeastern plains of Colorado.,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,CCARC,Part of the Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC,W0FT,Akron,CO,OPEN,,D,191.9,ESE,,08,16784,40.16049957,-103.21399689,448.175,443.175,,,Morgan,On-Air,W0FT,,2019-11-27,,,,http://www.rmham.org/,CCARC,,,Rocky Mountain Ham Radio,,yes,7,,,,,,,310833,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,192.7,SSE,,08,14200,37.7531,-106.109,146.64,146.04,77,77,Rio Grande,On-Air,,,2016-12-25,Low level local coverage,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,K0FOP,"Riverton, Griffey Hill",WY,OPEN,E,,192.76,NNW,ON - IDLE,56,35,43.02500153,-108.3789978,145.115,144.515,100,,Fremont,On-Air,Wyoming Amateur Monitoring Enthusiasts Club (WYAME),,2019-11-04,Wide area:,,Wyoming DX association Net,,WRCG,,,,,,,,,,,,161145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.94,-0.6,CC,KA0NDS,Riverton,WY,OPEN,,D,192.79,NNW,,56,18385,43.02470016,-108.3809967,147.94,147.34,,,Fremont,,,,2019-12-20,,,,,,,,,Unknown,yes,1,BrandMeister,,,,Yes; analog capable.,,315614,BM c Record retrieved from radioid.net,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.555,299.1,CSQ,KG7LRK,"Riverton, Griffy site",WY,OPEN,E,S,192.79,NNW,ON - IDLE,56,17302,43.02470016,-108.3809967,147.555,446.67,,,Washakie,Off-Air,WYAME-Wyoming Amatuer Monitoring Euthusiast,,2018-12-11,Riverton Wyoming-Radius 147.555 to 446.670 Mhz- 160 Miles,Echolink Access-DSTAR/Fusion C4FM/P25/APRS Link,"Every Sunday- 7:00 PM,. Schedule.",https://www.facebook.com/groups/536584156430778/,,,,LURK System,,,,,,,,,161145,,,,8,yes,,yes,,,,,,,,,,,,yes,KG7LRK (C) Hot Spot 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,127.3,N7HYF,"Riverton, Griffy Hill",WY,OPEN,,,192.79,NNW,,56,13102,43.02500153,-108.37999725,449.975,444.975,127.3,,Fremont,On-Air,WYAME Amatuer Radio Club.,,2017-01-04,35,E-power (batt),,,WRCG,"Antenna Decibal 4-Bay Dipole,60 watt input to Antenna(9dBd Gain,Omni,,",,Fremont County DSTAR Digital Group.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,192.85,SSE,,08,16645,37.75,-106.115,447.1,442.1,77,,Saguache,On-Air,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,192.97,SE,,08,191,38.2521019,-104.66200256,145.115,144.515,88.5,,Pueblo,On-Air,Pueblo Amateur Radio Club,,2019-12-10,,E-power.,,http://www.puebloradio.org/,CCARC,,DM78qg,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,,193.29,E,,31,59,41.94060135,-103.65599823,147.075,147.675,,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,2014-07-08,,,,,,,DN81EW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,194.07,SE,,08,194,38.20700073,-104.70700073,146.88,146.28,88.5,,Pueblo,On-Air,Pueblo Amateur Radio Club,,2019-12-10,Wide area.,E-power.,,http://www.puebloradio.org/,CCARC,,DM78pe,,,yes,0,,,,,Yes; analog capable.,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,194.55,SE,,08,192,38.25439835,-104.60900116,146.655,146.055,123,,Pueblo,On-Air,K0ST,,2013-05-07,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,194.55,SE,,08,8530,38.25439835,-104.60900116,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,,2019-11-27,,,,,CCARC,,,,,yes,1,,29228,,,Yes; analog capable.,,310805,KFKR- c Record retrieved from radioid.net,7389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,194.55,SE,,08,189,38.25439835,-104.60900116,449.725,444.725,100,,El Paso,On-Air,N0PWZ,,2012-11-10,,,,,CCARC,,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,194.59,WSW,ON - IDLE,49,58,39.6389,-110.342,147.32,147.92,88.5,,Carbon,On-Air,Sinbad Desert ARC,,2017-09-03,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Remote base.,,http://sdarc.us/repeaters/bruin.html,UVHFS,110,DM49tp,,,,,,,,,,64264,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,194.59,WSW,ON - IDLE,49,59,39.6389,-110.342,449.05,444.05,88.5,,Carbon,On-Air,Sinbad Desert ARC,,2008-07-11,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Remote base.,,http://sdarc.us/repeaters/bruin.html,UVHFS,,,,,,,,,,,,64264,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,,194.77,WSW,,49,15319,39.6447,-110.348,145.175,144.575,,,Carbon,On-Air,SDARC,,2018-01-11,Eastern Utah,,,,,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.67,5,CSQ,N7DMO,"Riverton, Griffy Hill",WY,OPEN,E,SY,194.89,NNW,ON - IDLE,56,13103,43.0387001,-108.43800354,441.67,446.67,,,Fremont,On-Air,,,2018-01-01,"DSTAR/C4FM/APRS Crossbander repeater 120 miles around Riverton Wy,",Also Linked Controlled to Pinedale (146.880) Casper K7PLA (145.460).,,,,,,"N7DMO Link,to 52.525 Mhz, Simplex,",,,,,,yes,Open ↑ / Open ↓,,161145,,,,,,,,,,,,,,,,,,,yes,N7DMO (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,195.34,SE,,08,13581,39.27830124,-103.5,446.7375,441.7375,,,Lincoln,On-Air,K0RTS KC0VJD,,2019-11-27,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",,,,CCARC,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,RMHam,,yes,8,,,,,,,310829,RMHAM c Record retrieved from radioid.net,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,195.8,SE,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,,Pueblo,Off-Air,,Full-time to the Colorado TRBO System .,2019-11-27,,,,Rocky Mountain Ham Radio,CCARC,,DM78QF,RMHAM,,yes,6,,,,,,,310821,RMHR c Record retrieved from radioid.net,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,195.8,SE,,08,3747,38.23059845,-104.61100006,147.24,147.84,103.5,,Pueblo,Off-Air,TARA,,2012-06-13,Pueblo and Fremont Counties,,,,CCARC,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,195.81,SE,,08,9527,38.23049927,-104.61100006,447.275,442.275,100,100,Pueblo,On-Air,,Full-time to the The Fun Machine System .,2017-01-06,,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,The Fun Machine,CCARC,"Moved to Pueblo. Now called ""Pueblo Metro""",DM78QF,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,,195.95,SW,,49,48,38.5739,-109.549,146.9,146.3,88.5,,Grand,On-Air,Sinbad Desert ARC,,2015-03-29,Moab and immediate surroundings.,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,http://sdarc.us/repeaters/moab.html,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,196.21,SE,,08,128,39.26879883,-103.48799896,147.06,147.66,103.5,,Lincoln,On-Air,BSARC,,2019-07-21,"I-70, US-71, US-287, US-40, US-24","APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",Big Sandy Net: Tues 19:00,http://www.bigsandyradio.com/,CCARC,,DM89GG,,,,,,42740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,,196.43,E,,31,11355,41.90399933,-103.55799866,146.445,146.445,88.5,88.5,Scotts Bluff,On-Air,,,2015-03-16,,,,http://garymcduffie.com,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,,,,,,,3055,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,103.5,KG7OMT,"Lusk, 77 Hill",WY,OPEN,,,199.42,NE,,56,16404,42.84999847,-104.61699677,147.33,147.93,103.5,,Niobrara,On-Air,,,2019-07-16,,,,,,"North of Manville, Wyoming has a good line of sight for miles.",DN72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,,199.45,SSW,,08,208,37.6992,-107.806,147.27,147.87,127.3,,San Juan,On-Air,KB5ITT,,2017-04-14,Wide area.,E-power.,,,CCARC,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
