Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Last update,Coverage,Features,Nets,Web links,Coordination,Notes,Grid,Affiliate,On-air,DMR Enabled,Color Code,Wide Network,AllStar,YSF Digital Enabled,DG-ID,Mixed-Mode,EchoLink,DMR ID,IPSC Network,IRLP,Commands,P-25 Digital Enabled,NAC,Default Reflector,Local Network,Talkgroups,Rocky Mountain Wide,Northern Colorado Regional,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,D-STAR Enabled,Node,Sources,Worldwide,English,TAC 310,Southern Colorado,Central Regional,Feed,Wyoming,WyLOCAL,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Mountain Reg USA,Bandwidth,WIRES-X,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
445.2625,-5,CC,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,D,107.56,WSW,,08,17249,40.0875,-108.805,445.2625,440.2625,,,Rio Blanco,On-Air,RMHAM,,2018-10-25,,,,https://www.rmham.org,,,,,,yes,7,,,,,,,310154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC,K7PFJ,"Cheyenne, South",WY,OPEN,,D,109.6,E,,56,15672,41.06000137,-104.87999725,449.9375,444.9375,,,Laramie,Off-Air,,Full-time to the Rocky Mountain Ham System .,2020-02-04,,,,https://www.rmham.org/wordpress/,WRCG,,DN71NB,,,yes,7,,,,,,,315603,RMHR c Record retrieved from radioid.net,,,,,,RMHAM,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,109.75,SE,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,100,Denver,On-Air,W0JRL,,2015-05-15,,,,,CCARC,,DM79MS,,,,,,29997,,,,201712,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,,109.95,SE,,08,8183,40.08470154,-104.81300354,224.96,223.36,CSQ,,Weld,On-Air,AC0KC,,2012-11-12,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,110.42,SE,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,100,Denver,On-Air,RADOPS El Jebel Shriners,,2014-07-03,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,110.42,SE,,08,75,39.73920059,-104.98400116,145.475,144.875,100,,Jefferson,On-Air,Intermountain Repeater Group,,2015-05-22,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",E-power.,,Intermountain Repeater Group,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,110.42,SE,,08,79,39.73920059,-104.98400116,146.715,146.115,123,123,Denver,On-Air,EARS,,2017-04-09,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,110.42,SE,,08,91,39.73920059,-104.98400116,448.075,443.075,123,,Denver,On-Air,W0IG,,2017-03-11,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,110.42,SE,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,,Denver,Off-Air,HPRA,,2017-03-11,,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,110.42,SE,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,,Denver,Off-Air,WB0TPT,,2017-03-11,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,110.42,SE,,08,8212,39.73759842,-104.98500061,449.65,444.65,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,2012-11-16,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,110.42,SE,,08,8213,39.73759842,-104.98500061,449.675,444.675,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,2012-11-16,,,,,CCARC,,,,,,,,,,,,,,,7708,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,111.36,SE,,08,60,39.4703,-105.198,447.5,442.5,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,,2014-04-28,Wide area.,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,111.7,ESE,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,,Weld,On-Air,,,2020-02-17,,,,,,,,,,yes,2,,,,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,111.7,ESE,,08,8210,40.4233017,-104.70899963,449.325,444.325,,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),,2012-11-12,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,111.73,SSE,,08,12698,39.0469,-105.87,446.7625,441.7625,,,Park,On-Air,K7PFJ,,2017-03-11,,,,,,,,RMHAM,,yes,0,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,112.09,ESE,,08,159,40.40370178,-104.70300293,449.725,444.725,127.3,,Weld,On-Air,K0OJ,,2019-10-04,,"Autopatch, WX.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,112.25,ESE,,08,156,40.40359879,-104.69999695,146.85,146.25,100,100,Weld,On-Air,Northern Colorado ARC,,2017-05-08,,"E-power, WX.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,,112.27,SE,Node Offline,08,8739,40.02759933,-104.78900146,447.3,442.3,107.2,,Weld,On-Air,,,2013-01-07,,,,,CCARC,,,,,,,,,,,,405804,,,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,,,112.82,SE,,08,80,39.50419998,-105.12799835,146.88,146.28,100,,Jefferson,On-Air,Denver Radio League,,2020-03-13,Wide Area,E-power.,,DRL Repeaters,CCARC,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,N0PUF,"Centennial, Warren Mountain",CO,OPEN,EI,Y,112.82,SE,Node Offline,08,273,39.50419998,-105.12799835,449.6,444.6,,,Jefferson,On-Air,Denver Radio League,,2020-03-13,,,,DRL Repeaters,CCARC,,,,,,,,,yes,Open ↑ / Open ↓,,690473,,,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,LaSalle,CO,OPEN,I,Y,112.98,ESE,,08,157,40.26119995,-104.70600128,147,147.6,,,Weld,On-Air,Weld ARS,,2019-05-06,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",Tuesday Night club net,,CCARC,,DN70PG,,,,,,,yes,Open ↑ / Open ↓,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,,112.98,ESE,,08,158,40.26119995,-104.70600128,448.475,443.475,100,,Weld,On-Air,Weld Amateur Radio Society (WARS),,2019-05-06,,,,http://www.warsco.org/,CCARC,,DN70PG,,,,,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,N7JJY,"Cheyenne, Chalk Bluffs",WY,OPEN,,Y,113.55,E,,56,34,41.02740097,-104.78399658,449.3,444.3,,,Laramie,On-Air,WU7G,,2019-06-02,"Laramie county wy, Northern Weld and Larimer County, CO",,,,WRCG,,DN71OA,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,,114.16,E,,56,27,41.12390137,-104.81900024,146.775,146.175,114.8,,Laramie,On-Air,Shy-Wy Amateur Radio Club,"Full-time to 147.16500 (KC7SNO) at Albin, WY .",2017-01-04,,"E-power, WX.",Weather Net: Daily at 06:45. Shy-WY ARC: Sun at 07:00.,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,,114.2,SSW,,08,149,39.06669998,-107.93599701,145.355,144.755,88.5,123,Mesa,On-Air,Colorado Connection,Full-time to the Colorado Connection System .,2017-01-06,"Rifle to the east, several miles east of Green River, Utah to the west.",E-power.,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,CCARC,Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,,114.23,SSW,,08,8763,39.0666,-107.937,449.65,444.65,151.4,151.4,Mesa,On-Air,Keri Washburn,"Full-time to 447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",2016-10-28,Wide area coverage,NWS weather alert system.,,,CCARC,,,,,,,,,,,,,,,8162,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,131.8,KB7SWR,Cheyenne,WY,OPEN,,,114.54,E,,56,19,41.13999939,-104.81999969,145.235,144.635,131.8,,Laramie,On-Air,N7GT,"Full-time to 448.15000 (KB7SWR) at Cheyenne, WY .",2019-10-23,Local: Cheyenne.,,,,WRCG,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,91.5,KC7SNO,"Cheyenne, North Park",WY,OPEN,,,114.54,E,,56,26,41.13999939,-104.81999969,147.105,147.705,91.5,91.5,Laramie,On-Air,ShyWyArc,,2019-02-15,,,,,WRCG,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,,114.54,E,,56,15518,41.13999939,-104.81999969,449.9,444.9,100,100,Laramie,On-Air,N7JJY,,2017-01-04,From 5 miles to 25 miles,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,CC,WY7EOC,Cheyenne,WY,OPEN,,D,114.54,E,,56,10803,41.13999939,-104.81999969,449.975,444.975,,,Laramie,On-Air,WY7EOC,,2020-02-27,,,,,WRCG,See the website for TG/TS/CC programming info and link status/info,,Laramie County Emergency Management/WY7EOC,,yes,11,,,,,,,315601,WyDMR c Record retrieved from radioid.net,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,D,114.98,E,"Cheyenne DMR Repeater. Please use ONLY TG 315615(Cheyenne Local), TG 31563 (Wy Svr Wx), and TG 31562 (Wyoming TAC 2) on Time Slot 2 (TS2). TG 3156 (Wyoming), TG 31560 (SE Wyoming ) and TG 31561 (Wyoming TAC 1) are on TS1. ALL OTHER TG connections will be directed to Time Slot 1 (TS1). Example of ALL OTHERS is any calls that are to a TG outside of Wyoming. Under special situations such as emergencies or special events TS2 may be used for TGs outside of Wyoming but those will be after repeater Admin approval.",56,8991,41.15299988,-104.81800079,448.95,443.95,,,Laramie,On-Air,,,2019-12-12,Local,,,,WRCG,Brandmiester DMR only no analog.,DN71OD,,,yes,15,BrandMeister,,,,,,315615,Brandmeister c Record retrieved from radioid.net,,,,,,Brandmeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,116.38,SE,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,,Adams,On-Air,Intermountain Repeater Group,,2015-05-23,Local/North Metro,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,117.88,SE,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,,Arapahoe,On-Air,,,2012-11-12,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,117.88,SE,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,,Arapahoe,On-Air,W0BG,,2013-01-05,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,117.88,SE,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,77,Arapahoe,On-Air,W9SL Owner,,2019-08-23,Primarily to the North along I-25 corridor,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,117.88,SE,,08,16032,39.72940063,-104.83200073,448.825,443.825,,,Arapahoe,On-Air,,,2017-12-13,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30584,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,117.93,SE,,08,92,39.72940063,-104.83100128,448.5,443.5,100,,Denver,On-Air,Castle Rock Repeater Group,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",2017-03-11,Greater Denver area.,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,,118.8,SSW,,08,8179,38.8683,-107.592,147.33,147.93,107.2,,Delta,On-Air,North Fork Repeater Assoc.,,2016-05-16,Wide area.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,,119.51,SSW,,08,3755,38.9944,-107.973,447.35,442.35,107.2,,Delta,,Grand Mesa Repeater Assoc (GMRA),,2012-11-10,,,,GMRA Repeaters,CCARC,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,K0EB,Hudson,CO,OPEN,EI,,119.87,SE,Node Offline,08,8216,40.02019882,-104.64199829,449.925,444.925,114.8,114.8,Weld,On-Air,K0EB,,2018-12-01,,,,,CCARC,,DN70,K0UPS Club,,,,,,,,,448035,,,8035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,119.91,SE,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,141.3,Denver,On-Air,K0GUR,Full-time to the The Fun Machine System .,2019-08-22,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,E-power (batt). 2 meter and 70cm channel steerable remote bases.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,k0jsc.com,CCARC,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,DM79pt,,,,,,29436,,,,24340,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,119.96,SE,,08,8207,39.69670105,-104.80999756,449.15,444.15,,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),,2012-11-12,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,120.55,SSE,,08,9840,38.88330078,-105.93299866,448.575,443.575,103.5,103.5,Park,Off-Air,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",2017-11-22,Western Park County,,,,CCARC,,DM78AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,CC,N0KEG,Centennial,CO,OPEN,,DS,120.84,SE,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net.",08,17676,39.58069992,-104.8769989,147.315,147.915,,,Arapahoe,,N0KEG,,2019-11-27,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",,Monday 8pm. Colorado Link Digital Net. Repeater is used in DSTAR mode for this net.,https://www.parkerradio.org,,,,Parker Radio Association,Unknown,yes,1,,,,,,,310759,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,yes,N0KEG (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,121.44,SE,,08,169,39.04940033,-105.51300049,146.685,146.085,107.2,107.2,Park,On-Air,Mountain ARC (MARC),"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",2016-11-17,,"Closed autopatch, e-power.",MARC/PCRC: Tue at 19:30.,,CCARC,,DM79FB,,,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,121.49,SE,,08,170,39.0489,-105.512,147.36,147.96,107.2,107.2,Park,On-Air,,,2018-01-15,Wide area.,E-power.,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,D,121.62,SW,,08,16721,39.0889,-108.227,446.9125,441.9125,,,Mesa,On-Air,Bill Frost,,2018-01-09,"Grand Junction, I70",,,,,Brandmeister network,,,,yes,1,,,,,,,310868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,,122.05,W,,49,182,40.3564,-109.146,449.7,444.7,136.5,,Uintah,,W7BYU,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",8,,,UVHFS,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,,122.09,W,ON - IDLE,49,163,40.3572,-109.147,147.1,147.7,136.5,,Uintah,On-Air,""">Borderline ARC","Full-time to 147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",2017-06-29,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Autopatch, e-power.",,,UVHFS,8,,,,,,,,,,,458414,,,3577,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,,122.16,W,Node Offline,49,281,40.355,-109.148,146.92,146.32,136.5,,Duchesne,Off-Air,,,2017-06-29,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",E-power.,,,UVHFS,,,,,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,,123.91,SSW,,08,3745,38.9016,-107.926,147.195,147.795,107.2,,Delta,,,,2018-04-04,Local.,,,,,,,Colorado District 25 ARES,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,,123.91,SSW,,08,3749,38.90159988,-107.9260025,147.36,147.96,100,,Delta,On-Air,W0ALC,,2019-08-26,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,,123.91,SSW,,08,3760,38.9016,-107.926,449.825,444.825,100,,Delta,,W0ALC,,2018-04-04,,,,,CCARC,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,124.13,SE,,08,7193,39.26480103,-105.11399841,446.925,441.925,,,Douglas,On-Air,,Full-time to the Colorado TRBO System .,2019-11-27,,,,Rocky Mountain Ham Radio,CCARC,See the website for programming info.,DM79KG,,,yes,8,,,,,,,310817,RMHR c Record retrieved from radioid.net,,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,124.13,SE,,08,8190,39.26480103,-105.11399841,447.525,442.525,146.2,146.2,Douglas,On-Air,EmComm Colorado,,2015-06-17,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,CCARC,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",DM79KG,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,,124.42,SW,,08,154,39.0539,-108.254,449.3,444.3,107.2,107.2,Mesa,On-Air,,,2018-01-16,Wide Area I-70 West Rifle to Western Utah,e-power Linked to GMRA Open System,RACES Wed 1930 hrs,http://www.gmra.org/,CCARC,Closed IRLP out,,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,124.65,SE,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,131.8,Arapahoe,On-Air,N0OBA,,2018-02-01,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",Autopatch (please contact trustee).,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",DM79OP,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,,125.42,SE,,08,274,39.55799866,-104.79399872,448.7,443.7,146.2,,Douglas,On-Air,,,2018-09-07,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,125.9,SE,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,146.2,Douglas,On-Air,EmComm Colorado,,2017-03-11,"Denver metropolitan area, front range foothills",,,,CCARC,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",DM79NL,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
