Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Nets,Coordination,Last update,DMR Enabled,Color Code,DMR ID,Wide Network,Affiliate,Web links,EchoLink,Notes,On-air,IRLP,AllStar,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Grid,Rocky Mountain Wide,Commands,Feed,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,IPSC Network,Local Network,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Devilshead Local,WIRES-X,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Worldwide,English,TAC 310,Bandwidth,Eastern Colorado,Mountain Reg USA,Location Photo,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 311,Colorado Chat,Wyoming,WyLOCAL
445.1375,-5,CC,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,D,166.35,SSW,,08,16782,37.3669,-107.785,445.1375,440.1375,,,La Plata,On-Air,,K2AD,,,,CCARC,2018-09-27,yes,7,310854,,Rocky Mountain Ham Radio,http://www.rmham.org/,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,,167.17,SSW,,08,114,37.35,-107.767,147.345,147.945,88.5,123,La Plata,On-Air,Durango and north towards Molas Divide.,Colorado Connection,,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,CCARC,2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,,167.46,SSW,,08,113,37.41529846,-108.01200104,146.67,146.07,100,100,La Plata,On-Air,Wide area.,Durango ARC,11,"Part-time to 147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,CCARC,2019-04-01,,,,,,DARC Repeaters,,Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,,168.54,SE,ON - IDLE,08,5369,38.0340004,-104.48899841,449.975,444.975,100,100,Pueblo,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass Repeater Coverage Map,K0JSC,2,"Linkable to 146.79000 (W0PHC) at Pueblo, Baculite Mesa, CO . Linkable to 146.88000 (W0PHC) at Pueblo, 12 Mile Hill, CO . Linkable to 145.49000 (WD0EKR) at Canon City, Fremont Peak, CO . Linkable to 145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Linkable to 145.46000 (WB0WDF) at Cripple Creek, CO . Full-time to the The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,CCARC,2017-03-11,,,,,,K0JSC dot Com,363976,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,7301,28368,,,,,,DM78SA18,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,,170.77,S,,08,188,37.193,-107.1,146.61,146.01,123,,Archuleta,On-Air,,,,,,CCARC,2018-01-15,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,,,171.79,NW,,56,10,41.4334,-109.116,146.94,146.34,100,,Sweetwater,On-Air,Wide area. 75 mi radius.,Sweetwater ARC,,,Sunday ARES/Races @ 7:30 PM,WRCG,2019-02-15,,,,,,http://www.wy7u.org/,,,,,,,,,,,DN51KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,KE7FGD,"Rock Springs, Aspen Mountain",WY,OPEN,,,171.84,NW,,56,11,41.4338,-109.117,146.61,146.01,100,,Sweetwater,On-Air,Wide area: SW Wyoming,SWARC Sweetwater Amateur Radio Club,,,Sun at 19:30 on 146.940 TN 100 Hz,WRCG,2019-02-15,,,,,,http://www.wy7u.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,,KB5ITS,"Mancos, Caviness",CO,OPEN,,,173.6,SSW,,08,18459,37.36460114,-108.14800262,145.325,144.725,,,Montezuma,On-Air,,San Juan Connection,,,,,2020-01-12,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,,173.94,SSW,,08,15896,37.36,-108.15,442.375,447.375,100,,Montezuma,On-Air,,San Juan Connection,,Full-time to the San Juan Connection System .,,,2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,,173.98,SSW,,08,115,37.2753,-107.879,448.625,443.625,131.8,131.8,La Plata,On-Air,Wide area.,KC5EVE,,,,CCARC,2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,,174,SSW,,08,11546,37.27529907,-107.87999725,449.85,444.85,100,100,La Plata,On-Air,,DARC,,,,CCARC,2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,,175.19,SSW,,08,8169,37.3,-108.028,145.37,144.77,100,100,La Plata,On-Air,,,E-power.,,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,,175.32,SSW,,08,11545,37.2622,-107.906,147.135,147.735,100,100,La Plata,On-Air,,,,,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Cortez, Goodman",CO,OPEN,,,175.83,SSW,,08,16606,37.4739,-108.505,145.19,144.59,100,,Montezuma,On-Air,,,,,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,,175.83,SSW,,08,16623,37.4739,-108.505,447.275,442.275,100,,Montezuma,On-Air,,,,,,,2017-12-07,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,176.37,SE,,08,7395,38.85200119,-103.69999695,449.9,444.9,107.2,,Lincoln,On-Air,,,,,,CCARC,2012-07-20,,,,,BSAR,,,,,,,,,,,,DM88DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,,177.86,WNW,,49,13041,40.2222,-110.104,145.49,144.89,136.5,,Duchesne,On-Air,"Duchesne, UT area.",,E-power.,,,UVHFS,2017-06-29,,,,,Sinbad Desert ARC (SDARC),http://sdarc.us/repeaters/flat-top.html,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,D,178.09,SSW,,08,15895,37.34500122,-108.28900146,446.7375,441.7375,,,Montezuma,On-Air,,RMHAM,,,,CCARC,2019-11-27,yes,6,310826,,,http://www.rmham.org,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 1 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,1,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,178.21,SE,,08,168,37.50500107,-105.00700378,145.355,144.755,100,,Huerfano,On-Air,,N0JPX,"E-power, linked.",,,CCARC,2019-03-17,,,,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,,178.3,SSW,,08,8168,37.32600021,-108.2480011,145.325,144.725,100,,Montezuma,On-Air,Wide area.,,E-power.,,,CCARC,2018-01-15,,,,,,http://www.sjcham.com,,Full time to the San Juan Connection,,,,,,,,,DM57VH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,179.47,ESE,,08,13581,39.27830124,-103.5,446.7375,441.7375,,,Lincoln,On-Air,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",K0RTS KC0VJD,,,,CCARC,2019-11-27,yes,8,310829,,RMHam,,,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,1,,,,,,,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,180.21,ESE,,08,128,39.26879883,-103.48799896,147.06,147.66,103.5,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,Big Sandy Net: Tues 19:00,CCARC,2019-07-21,,,,,,http://www.bigsandyradio.com/,,,,,42740,,,,,,DM89GG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,,180.85,SSW,,08,8177,37.115,-107.633,147.15,147.75,100,,La Plata,On-Air,Bayfield,,E-power.,,,CCARC,2018-01-16,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,W0PHC,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,,182.48,SE,,08,247,37.77190018,-104.45600128,146.73,146.13,88.5,,Huerfano,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Amateur Radio Club,6,,,CCARC,2019-12-10,,,,,,Pueblo Ham Club,,,,,,,,,,,DM77SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,Y,182.54,NW,Node Offline,56,13123,41.5875,-109.203,146.655,146.055,107.2,107.2,Sweetwater,On-Air,Wide area. 100 mi radius.,Sweetwater Amateur Radio Club,Fusion IN - FM Out,,,,2019-02-15,,,,,,http://wy7u.angelfire.com,865361,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use. Fusion or FM in and FM output,,,,,,,,,,,,,,,,Yes; analog capable.,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,CC,KF7OBL,Rock Springs,WY,OPEN,,D,182.54,NW,,56,12934,41.58750153,-109.20300293,147.3,147.9,,,Sweetwater,On-Air,,,,,,WRCG,2019-12-20,yes,1,315604,,,,,,,,,,,,,,,,,,,,,,DMR-plus c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,CC 123.0,KF7OBL,Rock Springs,WY,OPEN,,D,182.54,NW,,56,13028,41.5875,-109.203,448.875,443.875,123,,Sweetwater,On-Air,,,DMRPlus,,,,2018-05-12,yes,1,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 Local/Cluster 2 2 Mountain Reg USA 2 3177 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,1,,2,,,1,1,,,,2,,,,,,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,,183.24,NW,,56,58,41.58639908,-109.22399902,444.5,449.5,123,,Sweetwater,On-Air,,Sweetwater ARC,,,,,2015-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,183.68,SE,,08,17059,39.05419922,-103.48000336,447,442,,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,,,CCARC,2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,30534,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,,185.5,SSW,Node Offline,08,61,37.3489,-108.585,146.79,146.19,127.3,127.3,Montezuma,On-Air,,KD5LWU,,,4,CCARC,2015-04-30,,,,,,,24336,,,,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,,185.5,SSW,Node Offline,08,62,37.34889984,-108.58499908,449.175,444.175,127.3,,Montezuma,Off-Air,,KD5LWU,,,,CCARC,2014-06-30,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,186.9,W,ON - IDLE,49,58,39.6389,-110.342,147.32,147.92,88.5,,Carbon,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",Sinbad Desert ARC,Remote base.,,,UVHFS,2017-09-03,,,,,,http://sdarc.us/repeaters/bruin.html,64264,110,,3270,,,,,,,DM49tp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,186.9,W,ON - IDLE,49,59,39.6389,-110.342,449.05,444.05,88.5,,Carbon,On-Air,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",Sinbad Desert ARC,Remote base.,,,UVHFS,2008-07-11,,,,,,http://sdarc.us/repeaters/bruin.html,64264,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,,187.21,W,,49,15319,39.6447,-110.348,145.175,144.575,,,Carbon,On-Air,Eastern Utah,SDARC,,,,,2018-01-11,,,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,187.36,SSE,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,100,100,Las Animas,On-Air,,N0ZSN,,Full-time to the The Fun Machine System .,,CCARC,2015-07-27,,,,,The Fun Machine,The Fun Machine,363976,,,7301,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,CC 123.0,AD0BN,"Green River, Green River High School",WY,OPEN,,D,188.1,NW,,56,11520,41.5011,-109.464,444.775,449.775,123,123,Sweetwater,Testing,"Note: This repeater will operate in digital mode only. It may, however, be switched to analogue mode under special circumstances and will use a tone of 123/123. Digital repeater should provide portable coverage in the Green River area when operational. Repeater is not currently on-air but has been coordinated and is awaiting installation. Please use Talkgroup 2 and Timeslot 2 for local communications. Repeater uses color 12.",,,,,WRCG,2014-08-07,yes,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,,188.13,NE,,56,28,41.4178009,-104.09799957,147.165,147.765,114.8,,Laramie,On-Air,,Shy-Wy Amateur Radio Club,E-power.,"Full-time to 147.10500 (KC7SNO) at Cheyenne, North Park, WY . Full-time to 146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,WRCG,2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,,188.29,S,,35,15624,36.9336,-106.999,145.43,144.83,136.5,,Rio Arriba,On-Air,,SJC EMCOMM,,,,NMFCC,2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,,189.21,WNW,ON - IDLE,49,14977,40.3597,-110.284,147.28,147.88,107.2,107.2,Duchesne,On-Air,,AD7ZW,Autopatch,,,UVHFS,2016-11-20,,,,,,http://ad7zwrepeater.xyz,458414,,,3205,,,,,,,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,,189.31,WNW,,49,253,40.3594,-110.286,146.74,146.14,100,,Duchesne,Off-Air,,,Autopatch.,,,UVHFS,2015-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,,189.41,SW,,49,49,37.8392,-109.462,223.94,222.34,,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Grand Mesa Rptr Assoc,11,,,UVHFS,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,,189.41,SW,,49,124,37.8392,-109.462,447.1,442.1,107.2,107.2,San Juan,On-Air,Wide area.,Grand Mesa Repeater Association (GMRA),E-power.,Full-time to the GMRA Open System .,,UVHFS,2017-04-07,,,,,,http://gmra.org,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,,189.41,SW,,49,50,37.8392,-109.462,447.4,442.4,,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,11,,,UVHFS,,,,,,Cactus-Intertie,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,,189.41,SW,ON - IDLE,49,60,37.8392,-109.462,146.61,146.01,88.5,,San Juan,On-Air,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Sinbad Desert ARC,Remote base.,,,UVHFS,2017-04-07,,,,,,http://www.sdarc.us/repeaters/abajo.html,64264,11.36,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Monticello, Abajo Peak",UT,OPEN,,,189.44,SW,,49,18460,37.83940125,-109.46299744,447.275,442.275,100,,Wayne,On-Air,,San Juan Connection,,Full-time to the SAN JUAN CONNECTION System .,,,2020-01-13,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,,190.17,S,,35,15079,36.90999985,-106.58000183,147.08,147.68,162.2,,Rio Arriba,On-Air,,SFARC,,,,NMFCC,2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,,191.97,WNW,,49,152,40.1547,-110.392,147.26,147.86,,,Duchesne,On-Air,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",Borderline ARC,5,,,UVHFS,2016-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,,192.58,NNE,,56,15538,42.0544014,-104.95300293,224.68,223.08,,,Platte,On-Air,,,,,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,,192.58,NNE,,56,16476,42.0544014,-104.95300293,449.625,444.625,151.4,,Platte,On-Air,,,,,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA7SNU,Wheatland,WY,OPEN,,,192.61,NNE,,56,47,42.0544014,-104.95200348,146.88,146.28,,,Platte,On-Air,,GPARA,,,,,2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,194.75,E,,08,2,40.16059875,-103.21399689,145.4,144.8,88.5,123,Washington,On-Air,Northeastern plains of Colorado.,Colorado Connection,,Full-time to the Colorado Connection System .,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,CCARC,2018-11-02,,,,,,,,Part of the Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC,W0FT,Akron,CO,OPEN,,D,194.75,E,,08,16784,40.16049957,-103.21399689,448.175,443.175,,,Morgan,On-Air,,W0FT,,,,CCARC,2019-11-27,yes,7,310833,,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,,194.95,SSW,,35,16667,36.95,-107.85,147.06,147.66,100,,San Juan,On-Air,,,,,,NMFCC,2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,198.11,SSE,,35,175,36.85969925,-106.01799774,147.22,147.82,100,,Rio Arriba,On-Air,Wide area.,New Mexico Mega Link Assoc,10,Full-time to the Mega-Link System .,,NMFCC,2017-01-23,,,,,,,,,,,,,,,,,DM66XU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,198.12,SSE,,35,19,36.8594017,-106.01899719,146.76,146.16,67,,Rio Arriba,On-Air,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,11,,,,2016-04-30,,,,,,,,,,,,,,,,,DM66XU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
