Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Uplink Tone,EchoLink,IRLP,Notes,Downlink Tone,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Web links,Links,Nets,Bandwidth,AllStar,Talkgroups,Rocky Mountain Wide,Central Regional,Affiliate,Mixed-Mode,On-air,Commands,Local/Cluster,Colorado,REACT,CO-Park County,Northern Colorado Regional,D-STAR Enabled,Node,Sources,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Feed,P-25 Digital Enabled,NAC,Default Reflector,Southern Colorado,TAC 310,TAC 311,Colorado Chat,Local Network,Eastern Colorado,Devilshead Local,Location Photo,Talkgroup Network,Local or Reflector,Kansas,CKRG,KansasLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,North America,Worldwide,English,BYRG
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,166.35,WNW,,08,3739,39.73049927,-105.23300171,145.25,144.65,,,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,CCARC,2014-01-03,,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,166.35,WNW,,08,2769,39.73049927,-105.23300171,446.9625,441.9625,,,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,CCARC,2017-03-11,,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,166.35,WNW,,08,3751,39.73049927,-105.23300171,1283.9625,1263.9625,,,,Jefferson,DM79JR,On-Air,,Colorado D-Star,,CCARC,2014-01-03,,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,S,166.35,WNW,,08,8222,39.73049927,-105.23300171,1299.9,1299.9,,,,Jefferson,,On-Air,,Colorado D-Star,,,2014-01-03,,,,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,D,166.36,WNW,,08,10939,39.73070145,-105.23300171,145.37,144.77,,,,Jefferson,DM79JR,On-Air,,Rocky Mountain Ham Radio,700,CCARC,2019-11-27,,,,See the website for programming information. Voice ID is required for data/GPS/text on TG 705,,yes,7,310808,RMHR c Record retrieved from radioid.net,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,,166.4,WNW,,08,143,39.75559998,-105.22100067,448.125,443.125,,,,Jefferson,,On-Air,,Denver PD EEB,,CCARC,2014-04-28,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,,166.4,WNW,,08,7170,39.75550079,-105.22100067,927.7875,902.7875,,,,Jefferson,,On-Air,Golden and Denver.,N0PYY,,,2017-12-24,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,,166.4,WNW,,08,137,39.75559998,-105.22100067,448.975,443.975,,,,Jefferson,,On-Air,Wide area.,FRG,Linkable VHF/UHF Remote Base,CCARC,2019-09-06,123,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,166.62,WNW,,08,18156,39.7333,-105.237,927.975,902.0375,,,,Jefferson,,On-Air,"Denver, Golden",,AllStar,,2019-10-05,67,,,,67,,,,,,http://www.w0sky.com,,,,,,,,,,,Standard AllStar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,KE0VH,"Golden, Lookout Mountain",CO,OPEN,,Y,166.71,WNW,,08,139,39.733,-105.239,449.625,444.625,yes,Open ↑ / Open ↓,,Jefferson,,On-Air,,,E-power,CCARC,2019-06-19,141.3,,,,141.3,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC,KB0VGD,"Golden, Table Mountain",CO,OPEN,,D,166.91,WNW,"KB0VGD North Table Mtn. Golden Wide area coverage. Please use ONLY TG 310811, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14273,39.7845993,-105.21600342,446.975,441.975,,,,Jefferson,,On-Air,Denver Metro Area,W0DMR,,,2019-11-27,,,,,,yes,2,310811,NoCo c Record retrieved from radioid.net,,http://www.w0dmr.org/,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310. TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,167.25,NW,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,,,Weld,,On-Air,,,,,2020-02-17,,,,,,yes,2,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,167.25,NW,,08,8210,40.4233017,-104.70899963,449.325,444.325,,,,Weld,,On-Air,,Colorado Amateur Repeater Network (CARN),,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,S,167.32,SW,,08,8086,37.14569855,-104.57099915,446.775,441.775,,,,Las Animas,,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RDI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,167.69,WNW,,08,59,39.5148,-105.353,147.12,147.72,,,,Jefferson,,On-Air,Denver metro and east.,Aurora Repeater Association,E-power.,CCARC,2016-01-17,88.5,,,,88.5,,,,,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,168.27,WNW,,08,73,39.6333,-105.317,145.34,144.74,,,,Jefferson,,On-Air,Wide area.,Rocky Mtn Radio League,E-power.,CCARC,2019-08-15,103.5,,3350,,127.3,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,168.27,WNW,,08,10932,39.6333,-105.317,145.175,144.575,,,,Clear Creek,,On-Air,,Rocky Mountain Ham Radio,700,CCARC,2018-11-25,,,,Voice ID is required for data/GPS/text on TG 705,,yes,7,310810,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,,KD0AN,Edison,NE,OPEN,E,,170.16,NE,ON - IDLE,31,12982,40.2771,-99.7767,146.745,146.145,,,,Furnas,,On-Air,,,,WB0CMC,2017-01-15,,882742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,,170.47,WSW,,08,168,37.50500107,-105.00700378,145.355,144.755,,,,Huerfano,,On-Air,,N0JPX,"E-power, linked.",CCARC,2019-03-17,100,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,170.51,W,,08,170,39.0489,-105.512,147.36,147.96,,,,Park,,On-Air,Wide area.,,E-power.,CCARC,2018-01-15,107.2,,3854,,107.2,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,170.56,W,,08,169,39.04940033,-105.51300049,146.685,146.085,,,,Park,DM79FB,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,2016-11-17,107.2,,,,107.2,,,,,,,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,162.2,N0KOM,"Stockton, K-Link",KS,OPEN,A,,170.57,E,,20,13687,39.448,-99.2746,146.79,146.19,,,,Rooks,,Off-Air,Click for coverage map. 25 mi radius.,N0KOM,,Kansas Repeater Council,2019-07-13,162.2,,,DB-222 @ 200 feet.,,,,,,,K-Link Repeater Network,,,,45746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,,170.77,SW,,08,239,36.99739838,-104.46700287,145.43,144.83,,,,Las Animas,,On-Air,,Cheyenne Mountain Repeater Group,,CCARC,2017-10-24,107.2,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,S,171.28,SW,,35,6805,36.99250031,-104.47399902,446.775,441.775,,,,Colfax,DM76SX,On-Air,,Cheyenne Mountain Repeater Group,,NMFCC,2017-07-22,,,,,,,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,yes,KD0RDI (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,172.06,WNW,,08,7,39.4056,-105.473,146.895,146.295,,,,Park,,On-Air,285,AB0RR,25,CCARC,2017-07-05,100,,,,100,,,,,,Park County Radio Club (PCRC),"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",Wed at 19:30.,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,172.22,WNW,,08,16,40.05559921,-105.15699768,146.76,146.16,,,,Boulder,DN70KB,On-Air,Wide area.,Rocky Mtn VHF Soc,5,CCARC,2017-03-11,100,,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,,,,,,,,,Boulder County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,,172.23,WNW,,08,265,39.7772,-105.328,449.75,444.75,,,,Jefferson,,On-Air,,Rocky Mtn Radio League,8,CCARC,2016-12-23,103.5,,,,103.5,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,172.23,WNW,,08,134,39.7772,-105.328,224.74,223.14,,,,Jefferson,,On-Air,,Aurora Repeater Assoc,e-power,CCARC,2016-01-17,88.5,,,,88.5,,,,,,ARA Repeaters,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,,172.23,WNW,,08,71,39.77719879,-105.32800293,145.22,144.62,,,,Jefferson,,On-Air,Wide area.,Rocky Mtn Radio League,8,CCARC,2016-12-23,103.5,,,Talk-Group of $FFFF.,103.5,,,,,,Repeater,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,,172.28,WNW,,08,136,39.7772,-105.329,448.85,443.85,,,,Jefferson,,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,e-power.,CCARC,2016-01-17,88.5,,,,88.5,,,,,,ARA Repeaters,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,,172.28,WNW,,08,86,39.7772,-105.329,224,222.4,,,,Jefferson,,On-Air,,Rocky Mountain Radio League,8,CCARC,2017-03-11,103.5,,,,103.5,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,,172.28,WNW,,08,133,39.7772,-105.329,147.15,147.75,,,,Jefferson,,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),e-power,CCARC,2016-01-17,100,,,,100,,,,,,ARA Repeaters,"Linkable to 224.74000 (N0POH) at Golden, Guy Hill, CO .",ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,173.1,WNW,,08,112,39.7525,-105.358,448.625,443.625,,,,Jefferson,,On-Air,Denver metro area.,Denver Radio Club,E-power.,CCARC,2017-03-11,100,,,,100,,,,,,DRC Repeaters,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,173.15,WNW,,08,82,39.7525,-105.359,146.985,146.385,,,,Denver,,On-Air,,El Jebel RADOPS,E-power.,CCARC,2016-09-05,100,,3346,,100,,,,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,173.15,WNW,,08,140,39.7525,-105.359,145.28,144.68,,,,Jefferson,,On-Air,Wide area.,,"Closed autopatch, e-power, linked.",CCARC,2015-05-22,100,,,"PL is usually off, allowing use by older transceivers.",,,,,,,Intermountain Repeater Group,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,173.15,WNW,,08,138,39.75249863,-105.35900116,449.525,444.525,,,,Jefferson,DM79HS,On-Air,,KE0SJ,E-power.,CCARC,2015-05-23,CSQ,,,,,,,,,,Intermountain Repeater Group,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,173.15,WNW,,08,77,39.7525,-105.359,146.64,146.04,,,,Jefferson,,On-Air,Wide area. Repeater Coverage Map,Denver Radio League,E-power.,CCARC,2017-03-11,100,,,8,,,,,,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,,173.53,WNW,ON - IDLE,08,176,40.16719818,-105.10099792,448.525,443.525,,,,Boulder,,On-Air,,N0EPA,,CCARC,2019-06-19,151.4,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,,173.53,WNW,,08,175,40.16719818,-105.10099792,147.27,147.87,,,,Boulder,,On-Air,Wide area: Northern Colorado.,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",CCARC,2017-03-11,100,,,,100,,,,,,http://w0eno.org/?q=node/11,"Linkable to 448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,,173.53,WNW,,08,177,40.16719818,-105.10099792,448.8,443.8,,,,Boulder,,On-Air,,Longmont ARC,30,CCARC,2017-03-11,88.5,,,,88.5,,,,,,,"Linkable to 147.27000 (W0ENO) at Longmont, CO .",LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,173.82,WNW,,08,9702,39.7658,-105.366,927.8375,902.025,,,,Jefferson,,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,CCARC,2018-12-23,,,,The offset is -25.8125,,,,,,,,,,,45770,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,173.82,WNW,,08,7165,39.7657,-105.366,446.7875,441.7875,,,,Jefferson,,On-Air,,Denver Radio Club,,CCARC,2017-12-09,,,,,,yes,1,,,,http://www.w0tx.org/,,,,,,,,Brandmeister Network,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.725,5,,KD0ARW,Phillipsburg,KS,OPEN,I,,174.38,E,,20,6210,39.7560997,-99.3239975,442.725,447.725,,,,Phillips,,On-Air,Local.,KD0ARW,,Kansas Repeater Council,2020-03-07,,,3682,,,,,,,,,"Full-time to 147.12000 (AA0HJ) at Phillipsburg, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,AA0HJ,Phillipsburg,KS,OPEN,,,174.64,E,,20,3986,39.75830078,-99.31970215,147.12,147.72,,,,Phillips,EM09IS,On-Air,Local,AA0HJ,E-power,Kansas Repeater Council,2020-03-07,,,,,,,,,,,,"Full-time to 442.72500 (KD0ARW) at Phillipsburg, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,,174.67,SW,,35,136,36.90330124,-104.43900299,147.28,147.88,,,,Colfax,,On-Air,Wide area.,,8,NMFCC,2018-01-07,100,,,,,,,,,,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.275,5,100,AA0HJ,Phillipsburg,KS,OPEN,,,174.84,E,,20,11673,39.908,-99.397,443.275,448.275,,,,Phillips,,On-Air,,,,Kansas Repeater Council,2019-05-06,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,174.89,WSW,,08,7189,38.1347,-105.465,147.06,147.66,,,,Custer,,On-Air,,http://www.qsl.net/rghc,E-power,CCARC,2019-08-16,77,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,174.89,WSW,,08,248,38.1347,-105.465,448.15,443.15,,,,Custer,,On-Air,,Royal George ARC,E-power.,CCARC,2017-03-11,103.5,,,,103.5,,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,174.89,WSW,,08,7192,38.1347,-105.465,927.775,902.775,,,,Custer,,On-Air,,Royal Gorge Amateur Radio Club,,CCARC,2012-06-14,D116,,,System uses digital PL,D116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,174.94,WSW,,08,15584,38.1347,-105.466,448.325,443.325,,,,Custer,,On-Air,,,,,2017-01-06,100,,,,100,,,,,,,Full-time to the The Fun Machine System .,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,174.94,WSW,,08,8218,38.1347,-105.466,919.1,894.1,,,,Pueblo,,Off-Air,Wide area.,Pueblo HC,,CCARC,2016-07-14,88.5,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,175.02,WNW,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,,,Boulder,,On-Air,20,Boulder County ARES,E-power.,CCARC,2012-11-12,,,,,,,,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,175.02,WNW,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,,,Boulder,DN70JA,On-Air,20,Boulder County ARES,E-power.,CCARC,2013-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,175.27,WNW,,08,18534,39.97848511,-105.27445221,423,1243,,,,Boulder,,On-Air,"Wide Area, WY border to DIA to SE Denver",BATVC,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,2020-02-25,ATV,,,,,,,,,,https://kh6htv.com/,,"ATV, Thurs, 3pm local",,,,,,ATN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,175.28,WNW,,08,10,39.97800064,-105.27500153,448.9,443.9,,,,Boulder,,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,6,CCARC,2013-03-17,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,175.29,WNW,,08,13,39.97829819,-105.27500153,146.61,146.01,,,,Boulder,,On-Air,,Boulder Amateur Radio Club,,CCARC,2019-08-23,100,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,,175.46,WNW,,08,14,39.97750092,-105.27899933,146.7,146.1,,,,Boulder,,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,6,CCARC,2013-03-17,100,,,,,,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,176.19,WNW,,08,21,40.01499939,-105.26999664,449.4,444.4,,,,Boulder,,Off-Air,,BARC,2,CCARC,2013-01-08,91.5,,,,,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,176.19,WNW,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,,,,Boulder,,On-Air,Denver metro area.,Rocky Mtn VHF Soc,8,CCARC,2017-03-11,100,217336,,,,,,,,,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,176.24,WNW,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,,,Boulder,,On-Air,,Boulder County ARES,,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,176.24,WNW,,08,8185,40.01499939,-105.27100372,446.8,441.8,,,,Boulder,,On-Air,Wide area.,Rocky Mountain Ham Radio,,CCARC,2019-11-27,,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,yes,7,310800,RMHR c Record retrieved from radioid.net,,Rocky Mountain Ham Radio,Full-time to the Colorado TRBO System .,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
