Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Features,Coordination,Last update,Sponsor,Coverage,Web links,Links,Affiliate,IRLP,Notes,Nets,DMR Enabled,Color Code,Wide Network,On-air,Commands,EchoLink,DMR ID,AllStar,D-STAR Enabled,Node,Sources,Grid,Talkgroups,Rocky Mountain Wide,Southern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Central Regional,Northern Colorado Regional,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Bandwidth,Eastern Colorado,Devilshead Local,YSF Digital Enabled,DG-ID,IPSC Network,Mixed-Mode,TAC 311,Colorado,Colorado Chat,Local Network,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X
444.15,5,,KF5VBF,Farmington,NM,OPEN,,S,122.38,S,,35,15650,36.7281,-108.219,444.15,449.15,,,San Juan,On-Air,DV only,,2018-02-02,San Juan County,,,,,,,,,,,,,,,,yes,KF5VBF (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,122.38,NE,,08,16780,39.459,-105.979,445.0875,440.0875,,,Fremont,On-Air,,,2018-02-01,K2AD,,http://www.rmham.org/,,Rocky Mountain Ham Radio,,,,yes,7,,,,,310830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC,N5UBJ,Farmington,NM,OPEN,,D,122.38,S,2,35,12412,36.7281,-108.219,442.325,447.325,,,San Juan,On-Air,AZ-TRBONET,NMFCC,2018-01-19,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,yes,1,,,,,313501,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 PTT North America 1 3 PTT English 1 13 Full-Time 2 Full-Time Europe 2 2 Full-Time TAC 310 2 310 PTT DCI Bridge 2 3100 PTT Southwest USA 2 3176 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,AZ-TrboNet,,,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,S,123.79,S,,35,16279,36.7083,-108.226,1291.7,1271.7,,,San Juan,On-Air,DV only,NMFCC,2018-02-02,San Juan County,,,,,,,,,,,,,,,,yes,KF5VBF (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,S,126.42,S,,35,11429,36.65,-107.791,1292.3,1272.3,,,San Juan,On-Air,,NMFCC,2018-02-02,San Juan County,,,,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,,129.15,S,,35,49,36.61,-107.81,147.1,147.7,100,,San Juan,On-Air,,NMFCC,2018-01-15,San Juan connection,,http://www.sjcham.com,Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,,129.38,S,,35,51,36.6067,-107.805,147.28,147.88,67,,San Juan,On-Air,6,NMFCC,2018-01-07,,Wide area.,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,,129.47,SSE,,35,15079,36.91,-106.58,147.08,147.68,162.2,,Rio Arriba,On-Air,,NMFCC,2017-04-05,SFARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,132.81,ESE,,08,15584,38.1347,-105.466,448.325,443.325,100,100,Custer,On-Air,,,2017-01-06,,,,Full-time to the The Fun Machine System .,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,132.81,ESE,,08,8218,38.1347,-105.466,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,,CCARC,2016-07-14,Pueblo HC,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,132.86,ESE,,08,7189,38.1347,-105.465,147.06,147.66,77,77,Custer,On-Air,E-power,CCARC,2019-08-16,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,132.86,ESE,,08,248,38.1347,-105.465,448.15,443.15,103.5,103.5,Custer,On-Air,E-power.,CCARC,2017-03-11,Royal George ARC,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,132.86,ESE,,08,7192,38.1347,-105.465,927.775,902.775,D116,D116,Custer,On-Air,,CCARC,2012-06-14,Royal Gorge Amateur Radio Club,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,133.28,E,,08,169,39.0494,-105.513,146.685,146.085,107.2,107.2,Park,On-Air,"Closed autopatch, e-power.",CCARC,2016-11-17,Mountain ARC (MARC),,,"Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 19:30.,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,133.33,E,,08,170,39.0489,-105.512,147.36,147.96,107.2,107.2,Park,On-Air,E-power.,CCARC,2018-01-15,,Wide area.,CMRG Repeaters,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,,135.14,NE,,08,166,40.0589,-106.388,147.075,147.675,88.5,123,Grand,On-Air,,CCARC,2016-05-23,Colorado Connection,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70. Map,,Full-time to the Colorado Connection System .,,,Part of the Colorado Connection system of Repeaters,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,136.69,ESE,,08,33,38.5386,-105.349,449,444,67,67,Fremont,On-Air,"E-power (Solar, Wind)",CCARC,2012-06-14,WB0WDF,,Mega Link,Full-time to the Mega-Link System .,,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,,138.25,NW,,49,13408,40.1069,-109.378,449.9,444.9,136.5,,Uintah,,,,2015-07-04,Borderline Amateur Radio Club,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,7705,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,139.91,ESE,,08,7184,38.4542,-105.29,446.7375,441.7375,,,Fremont,On-Air,IPSC Link to the Colorado network on Talk Slot 2.,CCARC,2017-03-11,,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,http://www.k0jsc.com,Full-time to the Colorado TRBO System .,Rocky Mountain Ham Radio,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,yes,7,,,,,,,,,,DM78ii,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,139.91,ESE,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,100,Fremont,On-Air,,CCARC,2013-01-27,,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,K0JSC dot Com,Full-time to the The Fun Machine System .,,7301,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,363976,,28368,,,,DM78ik,,,,,,,,,,,,,,,,,yes,Listen Live,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,139.91,ESE,,08,29,38.4542,-105.29,53.03,51.33,88.5,88.5,Fremont,On-Air,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",CCARC,2012-07-10,WB0WDF,,Http://www.qsl.net/rghc,,RGARC,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,139.91,ESE,,08,30,38.4542,-105.29,145.49,144.89,103.5,103.5,Fremont,On-Air,E-power (Bat),CCARC,2017-03-11,Royal Gorge Amateur Radio Club,,Royal Gorge Amateur Radio Club,,Colorado ARES Region 5 District 1,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,139.91,ESE,,08,31,38.4542,-105.29,223.96,222.36,103.5,103.5,Fremont,On-Air,"E-power (Bat), Remote Base",CCARC,2017-10-04,RGARC,Wide area. Repeater Coverage Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,139.91,ESE,,08,32,38.4542,-105.29,447.75,442.75,103.5,103.5,Fremont,On-Air,E-power (Bat),CCARC,2017-03-11,RGARC,,Royal Gorge Amateur Radio Club,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,140.13,E,,08,8214,38.9797,-105.357,449.7,444.7,107.2,,Park,,,CCARC,2012-11-12,CMRG,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,140.13,ESE,,08,278,38.4539,-105.286,927.7,902.7,D114,D114,Fremont,On-Air,,CCARC,2017-03-11,Royal Gorge ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,,140.93,SW,,49,100,37.2693,-109.957,449.9,444.9,123,,San Juan,On-Air,6,UVHFS,2018-01-15,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,Part time link to two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,,141.84,N,,08,15577,40.5152,-107.546,146.97,146.37,88.5,123,Moffat,On-Air,,CCARC,2017-01-06,Northwest Colorado Amateur Radio Association,,,Full-time to the Colorado Connection System .,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,,141.84,N,,08,3740,40.5152,-107.546,145.265,144.665,107.2,,Moffat,,E-power.,CCARC,2012-11-12,NW Colorado ARC,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,143.1,ESE,ON - IDLE,08,7185,38.4301,-105.232,447.975,442.975,100,100,Fremont,On-Air,Autopatch.,CCARC,2017-03-11,K0JSC,Canon City area. Repeater Coverage Map,http://www.k0jsc.com,Full-time to the The Fun Machine System .,,7301,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,,,,,,363976,,28368,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,144.16,E,,08,7,39.4056,-105.473,146.895,146.295,100,100,Park,On-Air,25,CCARC,2017-07-05,AB0RR,285,Park County Radio Club (PCRC),"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,,,Wed at 19:30.,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,,146.37,NNW,Node Offline,49,281,40.355,-109.148,146.92,146.32,136.5,,Duchesne,Off-Air,E-power.,UVHFS,2017-06-29,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,,146.41,NNW,,49,182,40.3564,-109.146,449.7,444.7,136.5,,Uintah,,8,UVHFS,,W7BYU,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,,146.48,NNW,ON - IDLE,49,163,40.3572,-109.147,147.1,147.7,136.5,,Uintah,On-Air,"Autopatch, e-power.",UVHFS,2017-06-29,""">Borderline ARC","Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,"Full-time to 147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,3577,8,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",458414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,146.84,ESE,,08,65,38.7466,-105.178,147.015,147.615,107.2,,Teller,On-Air,E-power.,CCARC,2016-11-17,Mountain ARC,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,146.84,ESE,,08,64,38.7466,-105.178,145.46,144.86,67,,Teller,On-Air,"E-power, 100% Solar",CCARC,2012-06-15,WB0WDF,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,146.84,ESE,,08,7203,38.7466,-105.178,224.94,223.34,67,,Teller,Testing,,CCARC,2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,146.84,ESE,,08,66,38.7467,-105.178,447.4,442.4,67,,Teller,On-Air,"E-power, Solar, Remote Base",CCARC,2012-06-15,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,146.84,ESE,,08,67,38.7466,-105.178,1287.7,1267.7,67,,Teller,Testing,,CCARC,2012-06-18,WB0WDF,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,149.09,ESE,,08,245,38.0411,-105.185,224.32,222.72,88.5,,Custer,Off-Air,11,CCARC,2016-07-14,Pueblo Ham Club,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,Pueblo,CO,OPEN,,,149.09,ESE,,08,197,38.0411,-105.185,447.175,442.175,88.5,,Pueblo,Off-Air,11,CCARC,2015-04-15,Pueblo HC,Wide area: Southeast Colorado.,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,149.24,NE,,08,15582,39.8865,-105.763,147.285,147.885,88.5,123,Grand,On-Air,,CCARC,2017-01-06,Colorado Connection,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,149.42,NNE,,08,15579,40.485,-106.832,147.165,147.765,88.5,123,Routt,On-Air,,,2017-01-06,Colorado Connection,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,149.42,NNE,,08,9770,40.485,-106.832,449.625,444.625,123,123,Routt,On-Air,Statewide Linked System,,2019-05-11,"Colorado Connection Repeaters, Inc.",Local Steamboat Area,http://colcon.org,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,149.44,NNE,,08,237,40.485,-106.831,147.21,147.81,107.2,107.2,Routt,On-Air,"Linked, WX.",CCARC,2014-09-27,SSARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,150.71,NE,,08,3756,39.9473,-105.795,447.45,442.45,103.5,,Grand,On-Air,,CCARC,2013-10-26,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,151.09,SE,,35,19,36.8594,-106.019,146.76,146.16,67,,Rio Arriba,On-Air,11,,2016-04-30,Taos ARC,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,,151.11,SE,,35,175,36.8597,-106.018,147.22,147.82,100,,Rio Arriba,On-Air,10,NMFCC,2017-01-23,New Mexico Mega Link Assoc,Wide area.,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,151.9,NE,,08,15899,40.0861,-105.939,446.875,441.875,,,Clear Creek,On-Air,,,2017-03-11,,,http://www.rmham.org,,RMHAM,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,151.9,NE,,08,145,40.0861,-105.939,146.82,146.22,123,,Grand,,E-power.,CCARC,2014-09-06,GCARA,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.39,E,,08,99,39.6794,-105.493,449.45,444.45,103.5,127.3,Clear Creek,On-Air,11,CCARC,2016-12-23,Rocky Mountain Radio League,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Repeater,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.4,E,,08,8197,39.6797,-105.493,448.225,443.225,141.3,141.3,Clear Creek,On-Air,E-power(gen).,CCARC,2016-05-24,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,152.41,E,,08,7190,39.6798,-105.493,446.9375,441.9375,,,Clear Creek,On-Air,,CCARC,2017-01-13,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,Full-time to the Colorado TRBO System .,,,See the website for programming information.,,yes,7,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.41,E,,08,81,39.6798,-105.493,146.94,146.34,103.5,103.5,Clear Creek,On-Air,11,CCARC,2017-03-11,Rocky Mtn Radio League,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Repeater,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.44,E,,08,78,39.6794,-105.492,146.67,146.07,100,100,Clear Creek,On-Air,11,CCARC,2016-09-08,Castle Rock Repeater Group,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.44,E,,08,107,39.6794,-105.492,145.145,144.545,107.2,107.2,Clear Creek,On-Air,E-power.,CCARC,2018-07-23,Colorado Repeater Assoc,Wide area. Denver metro.,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,152.44,E,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,107.2,Clear Creek,On-Air,,CCARC,2017-11-13,Colorado Repeater Association (CRA),Wide area: Denver metro.,http://www.w0cra.org,,,3291,,,,,,,Member-only IRLP and Echolink node,347088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,152.44,E,,08,76,39.6794,-105.492,145.49,144.89,100,100,Jefferson,On-Air,E-power.,CCARC,2017-03-11,"KB0VIU, Denver Radio Club",,DRC Repeaters,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,152.44,E,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,100,100,Clear Creek,On-Air,11,CCARC,2017-03-11,Denver Radio Club,Wide area.,DRC Repeaters,,,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.54,E,,08,94,39.6774,-105.488,448.675,443.675,100,100,Denver,On-Air,,CCARC,2015-04-03,W0CFI,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,152.61,E,,08,84,39.6781,-105.487,147.3,147.9,103.5,103.5,Clear Creek,On-Air,,CCARC,2017-03-11,Denver PD EEB,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
