Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,Wide Network,Coverage,Affiliate,Links,Notes,Web links,Features,EchoLink,Nets,IRLP,Grid,Downlink Tone,DMR ID,IPSC Network,Local Network,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,On-air,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,AllStar,YSF Digital Enabled,DG-ID,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Feed,WIRES-X,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Colorado,Mountain Reg USA,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Wyoming,WyLOCAL,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,85.07,SSE,,08,8182,38.83390045,-104.82099915,224.06,222.46,,,,El Paso,,Pikes Peak FM Association (PPFMA),CCARC,2012-11-12,,,,,Wide area.,,,,,"E-power, linked.",,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,85.07,SSE,,08,49,38.83390045,-104.82099915,447.025,442.025,,,,El Paso,Off-Air,Colorado Springs ARA,CCARC,2016-08-10,123,,,,,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,85.07,SSE,,08,8198,38.83390045,-104.82099915,448.25,443.25,,,,El Paso,Off-Air,,CCARC,2018-09-25,123,,,,Colorado Springs,,,,,,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,85.07,SSE,,08,51,38.83390045,-104.82099915,447.475,442.475,,,,El Paso,On-Air,Mountain ARC (MARC),CCARC,2019-11-07,107.2,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,"Closed autopatch, e-power.",,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,85.07,SSE,,08,55,38.83390045,-104.82099915,448.6,443.6,,,,El Paso,,W0MOG,CCARC,2012-11-10,114.8,,,,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,85.07,SSE,,08,3537,38.83390045,-104.82099915,927.8,902.8,,,,Teller,On-Air,,CCARC,2012-11-10,D116,,,,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,85.07,SSE,,08,8191,38.83390045,-104.82099915,447.55,442.55,,,,El Paso,On-Air,WA6IFI,CCARC,2015-11-13,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,85.8,SSW,,08,9840,38.88330078,-105.93299866,448.575,443.575,,,,Park,Off-Air,,CCARC,2017-11-22,103.5,,,,Western Park County,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,DM78AV,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,85.95,SSE,,08,42,38.83969879,-104.7437973,146.85,146.25,,,,El Paso,On-Air,AD0TP,CCARC,2020-02-10,156.7,,,,Greater Colorado Springs Area,Village 7 Amateur Radio Club,,Please email with comments/signal reports,http://www.v7arc.com/,,,,,DM78PU,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,D,86.9,N,,56,60,41.26660156,-105.43299866,447.225,442.225,,,,Albany,On-Air,Laramie County EM,WRCG,2019-12-12,,yes,11,,Wide area.,Wyoming DMR Project,,,,,,,,DN71GG,,315608,WyDMR c Record retrieved from radioid.net,Wyoming DMR Project,,,,,,,,,,,,,,,Wyoming DMR Project,"Open Talkgroup View Assignment TS TG Access Wyoming 1 3156 Full-Time WyLOCAL 2 100 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,,,,1,2,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,87.12,S,,08,5220,38.77259827,-104.99299622,446.95,441.95,,,,Teller,On-Air,Rocky Mountain Ham Radio,,2019-11-27,,yes,7,,Monument Hill through Pueblo.,RMHAM,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,,,310816,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,87.12,S,,08,58,38.77259827,-104.99299622,927.725,902.025,,,,Teller,On-Air,WA6IFI,CCARC,2020-01-01,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",,Full-time to the The 900 P25 Network System .,,Yahoo Group,12,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,87.13,S,,08,8178,38.77249908,-104.99299622,147.18,147.78,,,,El Paso,On-Air,AA0SP,CCARC,2017-03-09,100,,,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,E-power (solar).,,,,DM78MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,87.16,S,,08,17250,38.77199936,-104.99299622,145.235,144.635,,,,El Paso,On-Air,RMHAM,CCARC,2019-11-27,,yes,7,,Wide area,,,Voice ID is required for data/GPS/text on TG 705,Rocky Mountain Ham Radio,,,,,DM78MS,,310824,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,,,2,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,87.78,S,,08,65,38.7466,-105.178,147.015,147.615,,,,Teller,On-Air,Mountain ARC,CCARC,2016-11-17,107.2,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,E-power.,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,87.78,S,,08,64,38.7466011,-105.1780014,145.46,144.86,,,,Teller,On-Air,WB0WDF,CCARC,2012-06-15,67,,,,,RGARC,,,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,87.78,S,,08,7203,38.7466,-105.178,224.94,223.34,,,,Teller,Testing,,CCARC,2012-06-18,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,87.78,S,,08,66,38.7467,-105.178,447.4,442.4,,,,Teller,On-Air,WB0WDF,CCARC,2012-06-15,67,,,,,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,87.78,S,,08,67,38.7466,-105.178,1287.7,1267.7,,,,Teller,Testing,WB0WDF,CCARC,2012-06-18,67,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,88.25,SSE,,08,56,38.77999878,-104.84999847,448.725,443.725,,,,El Paso,On-Air,KA0TTF,CCARC,2016-04-19,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,88.45,WNW,,08,237,40.485,-106.831,147.21,147.81,,,,Routt,On-Air,SSARC,CCARC,2014-09-27,107.2,,,,,,,,,"Linked, WX.",,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,88.5,WNW,,08,15579,40.48500061,-106.83200073,147.165,147.765,,,,Routt,On-Air,Colorado Connection,,2017-01-06,88.5,,,,,,Full-time to the Colorado Connection System .,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,88.5,WNW,,08,9770,40.48500061,-106.83200073,449.625,444.625,,,,Routt,On-Air,"Colorado Connection Repeaters, Inc.",,2019-05-11,123,,,,Local Steamboat Area,,,,http://colcon.org,Statewide Linked System,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,89.96,SE,ON - IDLE,08,9583,39.37030029,-103.8010025,449.25,444.25,,,,Elbert,On-Air,K0UPS Club c/o N1UPS,CCARC,2014-09-02,123,,,,"I-70 Limon, Co area.",,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,Full duplex node.,3349,,3349,DM89CI,123,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie, Pilot Hill",WY,OPEN,,,89.99,N,,56,4,41.30979919,-105.45500183,53.03,52.03,,,,Albany,Off-Air,K7UWR,,2017-01-04,,,,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,http://www.r-vcr.com/k7uwr/repeater.htm,8,,,,DN71GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,90.42,SSE,,08,37,38.74520111,-104.86199951,145.13,144.53,,,,El Paso,On-Air,Colorado Connection,CCARC,2019-11-11,88.5,,,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,Full-time to the Colorado Connection System .,Linked into the Colorado Connection System,,9,,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,123,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,90.43,SSE,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,2019-12-28,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,90.43,SSE,,08,7171,38.74499893,-104.86199951,927.85,902.85,,,,Teller,On-Air,CMRG,CCARC,2017-03-09,D114,,,,,,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,http://www.cmrg.org,9,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,90.43,SSE,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,,,El Paso,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,,yes,1,,,N0SZ Colorado Springs Brandmeister,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,Rocky Mountain Ham Radio Brandmeister Sites,,,,,,310857,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,2,,,,,2,,,,,,,,,,,2,2,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,90.43,SSE,,08,8158,38.74499893,-104.86199951,53.13,51.43,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,2017-03-09,107.2,,,,,,,,http://www.cmrg.org,,,,,DM78NR,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,90.47,SSE,,08,8088,38.74449921,-104.86199951,145.385,144.785,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,El Paso,Testing,Cheyenne Mountain Repeater Group (CMRG),CCARC,2019-12-29,,,,,Wide area,,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",http://www.cmrg.org,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,90.72,SSE,,08,41,38.73720169,-104.8809967,146.76,146.16,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group,CCARC,2018-01-15,107.2,,,,,,,,,"Closed autopatch, e-power.",,,,DM78NR,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,90.72,SSE,,08,269,38.73720169,-104.8809967,448,443,,,,El Paso,On-Air,,CCARC,2018-01-15,107.2,,,,,,,,CMRG Repeaters,,,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,90.72,SSE,,08,53,38.73720169,-104.8809967,448.1,443.1,,,,El Paso,On-Air,,CCARC,2018-01-15,107.2,,,,Wide area.,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,CMRG Repeaters,"Closed autopatch, e-power.",,,,DM78NR,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,90.73,SSE,,08,47,38.73720169,-104.87999725,147.345,147.945,,,,El Paso,On-Air,,CCARC,2018-01-15,107.2,,,,Wide area.,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,http://www.cmrg.org/,"Closed autopatch, e-power.",,,3854,DM78NR,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,90.73,SSE,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,,,,El Paso,On-Air,Colorado Repeater Association,CCARC,2017-11-13,107.2,,,,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",CRA VHF Link System,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",Switch to this repeater at mile marker 170 on I-25.,http://www.w0cra.org/info/cosprgs.html#145160,"Closed autopatch, e-power.",347086,,3990,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,,91.13,N,,56,9,41.31140137,-105.59100342,146.82,146.22,,,,Albany,On-Air,Shy-Wy Amateur Radio Club,WRCG,2019-06-13,114.8,,,,Wide area.,,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,Y,91.28,N,,56,76,41.31480026,-105.58200073,146.61,146.01,,,,Albany,On-Air,University ARC,WRCG,2017-01-04,,,,,Laramie Valley 30 mi radius.,,,,http://www.uwyo.edu/uarc,,,,,DN71FH,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,93,SSE,,08,39,38.70000076,-104.90000153,145.265,144.665,,,,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),CCARC,2019-03-07,,,,,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,,,,PPFMA Repeaters,,,,,DM78NQ,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,101.2,SW,,08,260,39.1761,-106.829,447.05,442.05,,,,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,2012-11-10,136.5,,,,Aspen-Snowmass areas.,,,,,,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,102.1,S,,08,33,38.5386,-105.349,449,444,,,,Fremont,On-Air,WB0WDF,CCARC,2012-06-14,67,,,,,,Full-time to the Mega-Link System .,North of the Royal Gorge Bridge.,Mega Link,"E-power (Solar, Wind)",,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,102.75,SSW,,08,184,38.7129,-106.2,146.745,146.145,,,,Chaffee,On-Air,CLARA,CCARC,2019-07-21,100,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,104.56,WSW,,08,211,39.2131,-106.937,146.67,146.07,,,,Pitkin,On-Air,Ski Country ARC,CCARC,2012-11-10,107.2,,,,Wide area.,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,,105.27,WSW,ON - IDLE,08,6009,39.4247,-107.097,447.15,442.15,,,,Garfield,On-Air,,,2011-08-01,136.5,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,107.09,SE,,08,13581,39.27830124,-103.5,446.7375,441.7375,,,,Lincoln,On-Air,K0RTS KC0VJD,CCARC,2019-11-27,,yes,8,,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",RMHam,,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,,,,,,,310829,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,107.85,S,,08,7184,38.4542,-105.29,446.7375,441.7375,,,,Fremont,On-Air,,CCARC,2017-03-11,,yes,7,,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,Rocky Mountain Ham Radio,Full-time to the Colorado TRBO System .,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,http://www.k0jsc.com,IPSC Link to the Colorado network on Talk Slot 2.,,,,DM78ii,,,,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,yes
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,107.85,S,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,,,,Fremont,On-Air,,CCARC,2013-01-27,100,,,,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,Full-time to the The Fun Machine System .,,K0JSC dot Com,,363976,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,7301,DM78ik,100,,,,,,,,,,,,,,,28368,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,yes
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,107.85,S,,08,29,38.4542,-105.29,53.03,51.33,,,,Fremont,On-Air,WB0WDF,CCARC,2012-07-10,88.5,,,,,RGARC,,Split site Fremont peak transmitter and 8 mile mountain reciever.,Http://www.qsl.net/rghc,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,107.85,S,,08,30,38.4542,-105.29,145.49,144.89,,,,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,103.5,,,,,Colorado ARES Region 5 District 1,,,Royal Gorge Amateur Radio Club,E-power (Bat),,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,,DM78ik,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,107.85,S,,08,31,38.4542,-105.29,223.96,222.36,,,,Fremont,On-Air,RGARC,CCARC,2017-10-04,103.5,,,,Wide area. Repeater Coverage Map,,,,,"E-power (Bat), Remote Base",,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
