Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,IPSC Network,Wide Network,Features,Downlink Tone,YSF Digital Enabled,DG-ID,Grid,Coverage,IRLP,Nets,Web links,Mixed-Mode,DMR ID,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,Colorado,Affiliate,Commands,Notes,EchoLink,Worldwide,English,Rocky Mountain Wide,Northern Colorado Regional,Links,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,P-25 Digital Enabled,NAC,Default Reflector,Local Network,Bandwidth,AllStar,Feed,WIRES-X,On-air,Southern Colorado,Central Regional,Wyoming,WyLOCAL,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,118.52,SSW,,08,7203,38.7466,-105.178,224.94,223.34,,,,Teller,Testing,,CCARC,2012-06-18,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,,118.52,SSW,,08,67,38.7466,-105.178,1287.7,1267.7,,,,Teller,Testing,WB0WDF,CCARC,2012-06-18,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,,118.54,NNE,,31,11355,41.90399933,-103.55799866,146.445,146.445,,,,Scotts Bluff,On-Air,,,2015-03-16,88.5,,,,,,88.5,,,,,3055,,http://garymcduffie.com,,,,,,,,,,,,,,Access pre-fix = 5,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,119.51,S,,08,39,38.70000076,-104.90000153,145.265,144.665,,,,El Paso,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),CCARC,2019-03-07,,,,,,,,yes,Open ↑ / Open ↓,DM78NQ,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,121.12,SSE,,08,7395,38.85200119,-103.69999695,449.9,444.9,,,,Lincoln,On-Air,,CCARC,2012-07-20,107.2,,,,,,,,,DM88DU,,,,,,,,,,,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,124.75,SSW,,08,9840,38.88330078,-105.93299866,448.575,443.575,,,,Park,Off-Air,,CCARC,2017-11-22,103.5,,,,,,103.5,,,DM78AV,Western Park County,,,,,,,,,,,,,,,,,,,,,,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,,126.33,NW,,56,29,41.63330078,-106.52600098,147.24,147.84,,,,Carbon,On-Air,CCARS,WRCG,2017-01-04,100,,,,,,,,,DN61RP,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,,126.95,ESE,,08,163,40.58440018,-102.30200195,146.955,146.355,,,,Phillips,,PCARC,CCARC,2012-11-10,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,134.63,SSW,,08,33,38.5386,-105.349,449,444,,,,Fremont,On-Air,WB0WDF,CCARC,2012-06-14,67,,,,,"E-power (Solar, Wind)",67,,,,,,,Mega Link,,,,,,,,,,,,,,,North of the Royal Gorge Bridge.,,,,,,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,,135.79,SE,Node Offline,08,122,39.30329895,-102.60500336,146.895,146.295,,,,Kit Carson,On-Air,Big Sandy ARC,CCARC,2018-04-01,103.5,,,,,,,,,DM89QH,,,,,,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,139.52,SSW,,08,278,38.45389938,-105.28600311,927.7,902.7,,,,Fremont,On-Air,Royal Gorge ARC,CCARC,2017-03-11,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,139.55,SSW,,08,7184,38.4542,-105.29,446.7375,441.7375,,,,Fremont,On-Air,,CCARC,2017-03-11,,yes,7,,,IPSC Link to the Colorado network on Talk Slot 2.,,,,DM78ii,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,,,http://www.k0jsc.com,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,Rocky Mountain Ham Radio,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,,1,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,2,,,,,,,,,,,,yes
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,139.55,SSW,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,,,,Fremont,On-Air,,CCARC,2013-01-27,100,,,,,,100,,,DM78ik,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,7301,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,K0JSC dot Com,,,,,,,,,,,,,,,,363976,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,28368,Listen Live,,,,,,,,,,,,,,,yes
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,139.55,SSW,,08,29,38.4542,-105.29,53.03,51.33,,,,Fremont,On-Air,WB0WDF,CCARC,2012-07-10,88.5,,,,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",88.5,,,,,,,Http://www.qsl.net/rghc,,,,,,,,,,,,,RGARC,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,139.55,SSW,,08,30,38.4542,-105.29,145.49,144.89,,,,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,2017-03-11,103.5,,,,,E-power (Bat),103.5,,,DM78ik,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,Colorado ARES Region 5 District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,139.55,SSW,,08,31,38.4542,-105.29,223.96,222.36,,,,Fremont,On-Air,RGARC,CCARC,2017-10-04,103.5,,,,,"E-power (Bat), Remote Base",103.5,,,,Wide area. Repeater Coverage Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,139.55,SSW,,08,32,38.4542,-105.29,447.75,442.75,,,,Fremont,On-Air,RGARC,CCARC,2017-03-11,103.5,,,,,E-power (Bat),103.5,,,,,3081,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,140.52,SSW,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,,,,Fremont,On-Air,K0JSC,CCARC,2017-03-11,100,,,,,Autopatch.,100,,,,Canon City area. Repeater Coverage Map,7301,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,http://www.k0jsc.com,,,,,,,,,,,,,,,,363976,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,28368,Listen Live,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,140.56,S,,08,195,38.39250183,-104.55500031,224.26,222.66,,,,Pueblo,Off-Air,Pueblo Ham Club,CCARC,2013-05-07,88.5,,,,,E-power.,,,,,Wide area.,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,,141.74,SW,,08,260,39.1761,-106.829,447.05,442.05,,,,Pitkin,On-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,2012-11-10,136.5,,,,,,136.5,,,,Aspen-Snowmass areas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,,142.38,SW,,08,184,38.7129,-106.2,146.745,146.145,,,,Chaffee,On-Air,CLARA,CCARC,2019-07-21,100,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,142.63,S,,08,193,38.36240005,-104.55999756,146.79,146.19,,,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,,,,,E-power.,,,,DM78ri,Wide area.,,,Pueblo Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,142.63,S,,08,198,38.36240005,-104.55999756,447.95,442.95,,,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,yes,0,c Record retrieved from radioid.net,,E-power.,,,,DM78ri,Wide area.,,,Pueblo Amateur Radio Club,Yes; analog capable.,,,,,,,,,,,,,,Dual Mode Analog/DMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,,144.12,WSW,ON - IDLE,08,6009,39.4247,-107.097,447.15,442.15,,,,Garfield,On-Air,,,2011-08-01,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,,144.82,SW,,08,211,39.2131,-106.937,146.67,146.07,,,,Pitkin,On-Air,Ski Country ARC,CCARC,2012-11-10,107.2,,,,,Linked.,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,146.32,S,,08,8173,38.30690002,-104.62000275,147,147.6,,,,Pueblo,On-Air,Carl Higbee,CCARC,2014-02-26,,,,,,,,,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,146.51,S,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,,,,Pueblo,On-Air,,CCARC,2017-03-11,100,,,,,,100,,,,,7301,,http://www.k0jsc.com,,,,,,,,,,,,,,,Off air. Will return to service,363976,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,28368,Listen Live,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,147.52,SSW,,08,9844,38.5347,-105.999,446.975,441.975,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,CCARC,2013-07-06,,,,,,,,,,,,,,KD0QPG,,,,,,,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,147.52,SSW,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,,,Chaffee,On-Air,RMHAM,,2019-11-27,,yes,7,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,310825,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,,149.26,W,,08,15577,40.51520157,-107.54599762,146.97,146.37,,,,Moffat,On-Air,Northwest Colorado Amateur Radio Association,CCARC,2017-01-06,88.5,,,,,,123,,,DN60FM,,,,,,,,,,,,,,,,,Colorado Connection,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,,149.26,W,,08,3740,40.5152,-107.546,145.265,144.665,,,,Moffat,,NW Colorado ARC,CCARC,2012-11-12,107.2,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,,149.78,NE,Node Offline,31,10450,42.0929985,-102.87000275,147.015,147.615,,,,Box Butte,On-Air,N2VHZ,,2018-01-14,,,,,,,,,,,Local.,,,,,,,,,,,,,,,,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,149.96,S,,08,192,38.25439835,-104.60900116,146.655,146.055,,,,Pueblo,On-Air,K0ST,CCARC,2013-05-07,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,149.96,S,,08,8530,38.25439835,-104.60900116,447.7,442.7,,,,Pueblo,Off-Air,,CCARC,2019-11-27,210.7,yes,1,KFKR- c Record retrieved from radioid.net,,,210.7,,,,,7389,,,Yes; analog capable.,310805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29228,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,149.96,S,,08,189,38.25439835,-104.60900116,449.725,444.725,,,,El Paso,On-Air,N0PWZ,CCARC,2012-11-10,100,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,150.05,S,,08,191,38.2521019,-104.66200256,145.115,144.515,,,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,,,,,E-power.,,,,DM78qg,,,,http://www.puebloradio.org/,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,151,WSW,Node Offline,08,131,39.5506,-107.324,147.3,147.9,,,,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,2012-11-10,107.2,,,,,8,,,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,,,,,,,,,,,,,,,,Single beep courtesy tone when linked and none when unlinked.,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,151.05,WSW,,08,8181,39.55049896,-107.32499695,224.02,222.42,,,,Garfield,,SCARC,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,151.05,WSW,,08,8192,39.5505,-107.325,447.6,442.6,,,,Garfield,,Ski Country ARC (SCARC),CCARC,2012-11-12,,,,,,50,,,,,40,,,,,,,,,,,,,,,,,,Link Hub for 146.880.,,,,,,"Full-time to 146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,,151.05,NE,,31,10034,42.11700058,-102.87000275,146.715,146.115,,,,Box Butte,On-Air,TriCity,,2018-01-14,103.5,,,,,,103.5,,,DN82NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,151.05,WSW,,08,13637,39.55049896,-107.32499695,449.85,444.85,,,,Garfield,On-Air,,CCARC,2018-01-15,131.8,,,,,e-power Linked to GMRA Open System,131.8,,,,Glenwood Springs,,Colorado State RACES Wed 1930 local,http://GMRA.org,,,,,,,,,,,,,Grand Mesa Repeater Assoc,,RACES net Wed 1930 Hrs Local,,,,,,Full-time to the GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,151.59,S,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,,,Pueblo,Off-Air,,CCARC,2019-11-27,,yes,6,RMHR c Record retrieved from radioid.net,,,,,,DM78QF,,,,Rocky Mountain Ham Radio,,310821,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,RMHAM,,,,,,1,,Full-time to the Colorado TRBO System .,,,,,,,,,,,,,,,2,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,151.6,S,,08,3747,38.23059845,-104.61100006,147.24,147.84,,,,Pueblo,Off-Air,TARA,CCARC,2012-06-13,103.5,,,,,,,,,DM78QF,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,151.61,S,,08,9527,38.23049927,-104.61100006,447.275,442.275,,,,Pueblo,On-Air,,CCARC,2017-01-06,100,,,,,,100,,,DM78QF,,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,The Fun Machine,,,,,,,,,,,,,The Fun Machine,,"Moved to Pueblo. Now called ""Pueblo Metro""",,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,152.44,SSW,,08,204,38.4596,-106.011,147.285,147.885,,,,Chaffee,On-Air,Colorado Connection,CCARC,2016-05-23,88.5,,,,,11,123,,,,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,152.44,SSW,,08,203,38.4596,-106.011,145.295,144.695,,,,Chaffee,On-Air,Cheyenne Mtn Repeater Group,CCARC,2019-08-15,107.2,,,,,,,,,DM78ik,Wide area.,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,153.03,SSW,,08,205,38.4528,-106.018,449.65,444.65,,,,Chaffee,On-Air,,CCARC,2018-01-15,107.2,,,,,E-power.,,,,,Wide area.,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,153.03,SSW,,08,3811,38.4528,-106.018,449.925,444.925,,,,Chaffee,On-Air,,CCARC,2013-07-05,103.5,,,,,E-power (Bat),103.5,,,,"Upper Arkansas and Platte Rivers, and the SLV",,,,,,,,,,,,,,,,Colorado ARES,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,153.14,S,,08,194,38.20700073,-104.70700073,146.88,146.28,,,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,yes,0,c Record retrieved from radioid.net,,E-power.,,,,DM78pe,Wide area.,,,http://www.puebloradio.org/,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,153.21,SSW,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,,Chaffee,On-Air,CMRG,CCARC,2020-01-01,,,,,,,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,153.26,SSW,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,,,,Chaffee,On-Air,,CCARC,2017-03-11,100,,,,,2,100,,,DM68xk,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,7301,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,K0JSC.COM,,,,,,,,,,,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,363976,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,28368,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,,155.16,WSW,,08,35,39.4,-107.315,449.725,444.725,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),CCARC,2012-11-10,179.9,,,,,EchoLink.,,,,,Wide area.,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28434,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,,155.16,WSW,,08,259,39.4,-107.315,147.39,147.99,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,2016-07-14,107.2,,,,,,,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,157.4,WSW,,08,129,39.4264,-107.38,146.85,146.25,,,,Garfield,On-Air,Colorado Connection,CCARC,2016-05-23,88.5,,,,,70,123,,,,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,Part of the Colorado Connection System of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,157.4,WSW,,08,130,39.42639923,-107.37999725,146.88,146.28,,,,Garfield,On-Air,Ski Country ARC,CCARC,2012-11-10,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to 447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,157.4,WSW,,08,132,39.4264,-107.38,447.1,442.1,,,,Garfield,On-Air,Ski Country ARC,CCARC,2012-11-10,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,157.4,WSW,,08,255,39.4264,-107.38,449.6,444.6,,,,Garfield,On-Air,,CCARC,2018-01-15,107.2,,,,,e-power Linked to GMRA open system,,,,,Wide area.,,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,158.62,SW,,08,16739,38.50630188,-106.34500122,145.325,144.725,,,,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,2019-09-04,100,,,,,,,,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
