Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Affiliate,Last update,Op Status,Sponsor,Coordination,Web links,Downlink Tone,Features,Links,IRLP,Commands,Notes,Nets,EchoLink,DMR Enabled,Color Code,DMR ID,Wide Network,AllStar,D-STAR Enabled,Node,Sources,Grid,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,P-25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Devilshead Local,Mixed-Mode,Bandwidth,Eastern Colorado,YSF Digital Enabled,DG-ID,Local Network,TAC 311,Colorado,Colorado Chat,IPSC Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Worldwide English,Local/Cluster,N. Colorado
146.61,-0.6,100,KB5ITS,"Aztec, Hottel Hill",NM,OPEN,,,133.82,S,,35,18461,36.80630112,-108.0019989,146.61,146.01,100,Taos,,,,2020-01-13,On-Air,San Juan Connection,,http://www.sjcham.com,,,,,,Linked to San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,S,135.5,S,,35,16280,36.7823,-107.988,1291.1,1271.1,,San Juan,,,,2019-05-12,On-Air,San Juan County,NMFCC,,,DV only,,,,,,,,,,,,yes,KF5VBE (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,S,135.53,S,,35,11428,36.7817,-107.99,145.115,144.515,,San Juan,,,,2018-01-29,On-Air,,,,,,,,,,,,,,,,,yes,KF5VBE (C) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,,136.42,S,,35,15644,36.8,-107.62,147.36,147.96,100,San Juan,,,,2018-01-15,On-Air,,NMFCC,http://www.sjcham.com,,,Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,136.58,WNW,ON - IDLE,49,58,39.6389,-110.342,147.32,147.92,88.5,Carbon,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",,2017-09-03,On-Air,Sinbad Desert ARC,UVHFS,http://sdarc.us/repeaters/bruin.html,,Remote base.,,3270,,110,,64264,,,,,,,,,DM49tp,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,136.58,WNW,ON - IDLE,49,59,39.6389,-110.342,449.05,444.05,88.5,Carbon,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,2008-07-11,On-Air,Sinbad Desert ARC,UVHFS,http://sdarc.us/repeaters/bruin.html,,Remote base.,,3270,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,,137.05,WNW,,49,15319,39.6447,-110.348,145.175,144.575,,Carbon,,Eastern Utah,Sinbad Desert A.R.C.,2018-01-11,On-Air,SDARC,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,137.25,NNE,,08,15579,40.485,-106.832,147.165,147.765,88.5,Routt,,,,2017-01-06,On-Air,Colorado Connection,,,123,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,137.25,NNE,,08,9770,40.485,-106.832,449.625,444.625,123,Routt,,Local Steamboat Area,,2019-05-11,On-Air,"Colorado Connection Repeaters, Inc.",,http://colcon.org,123,Statewide Linked System,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,137.27,NNE,,08,237,40.485,-106.831,147.21,147.81,107.2,Routt,,,,2014-09-27,On-Air,SSARC,CCARC,,107.2,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,,137.93,SSE,,35,15624,36.9336,-106.999,145.43,144.83,136.5,Rio Arriba,,,,2017-08-25,On-Air,SJC EMCOMM,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,,139.08,ESE,,08,169,39.0494,-105.513,146.685,146.085,107.2,Park,,,,2016-11-17,On-Air,Mountain ARC (MARC),CCARC,,107.2,"Closed autopatch, e-power.","Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,Autopatch: 911,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,,139.13,ESE,,08,170,39.0489,-105.512,147.36,147.96,107.2,Park,,Wide area.,,2018-01-15,On-Air,,CCARC,CMRG Repeaters,107.2,E-power.,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,,139.41,S,,35,85,36.7281,-108.218,146.85,146.25,100,San Juan,,,,,On-Air,Totah ARC,NMFCC,,100,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,,139.41,S,,35,87,36.7281,-108.218,449,444,100,San Juan,Unknown,,,,,K5WY,NMFCC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,,139.41,S,,35,81,36.7281,-108.218,53.01,52.01,131.8,San Juan,,,,2017-07-02,On-Air,KB5ITS,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,,139.41,S,,35,84,36.7281,-108.218,146.76,146.16,100,San Juan,,,,2018-01-15,On-Air,,NMFCC,http://www.sjcham.com,100,"Closed autopatch, e-power.",Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,"Farmington, College Hill",NM,OPEN,,,139.41,S,,35,86,36.7281,-108.218,147,147.6,100,San Juan,,,,2017-11-30,On-Air,,NMFCC,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,S,139.41,S,,35,15650,36.7281,-108.219,444.15,449.15,,San Juan,,,,2018-02-02,On-Air,San Juan County,,,,DV only,,,,,,,,,,,,yes,KF5VBF (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC,N5UBJ,Farmington,NM,OPEN,,D,139.41,S,2,35,12412,36.7281,-108.219,442.325,447.325,,San Juan,,,,2018-01-19,On-Air,,NMFCC,http://www.aztrbonet.com/MinimalNetwatch,,AZ-TRBONET,,,,,,,yes,1,313501,,,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 PTT North America 1 3 PTT English 1 13 Full-Time 2 Full-Time Europe 2 2 Full-Time TAC 310 2 310 PTT DCI Bridge 2 3100 PTT Southwest USA 2 3176 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,AZ-TrboNet,,,,,,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,S,139.64,WNW,,49,4237,39.185,-110.605,448.075,443.075,,Carbon,,,,2013-12-07,Off-Air,Sinbad Desert Amateur Radio Club,,,,,,,,,,,,,,,,yes,K7YI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,,140.19,WNW,,49,274,39.1719,-110.619,448.55,443.55,88.5,Emery,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,2014-11-05,On-Air,N7QLO,UVHFS,,,Remote base.,,3280,,Stand alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,,140.19,WNW,,49,74,39.1719,-110.619,447.125,442.125,100,Emery,Unknown,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Cactus-Intertie,2008-07-10,,San Rafael Cactus Assoc,UVHFS,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,,140.24,WNW,ON - IDLE,49,57,39.1715,-110.62,147.14,147.74,88.5,Emery,,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,2015-08-04,On-Air,Sinbad Desert ARC,UVHFS,http://sdarc.us/repeaters/cedar.html,,"Closed autopatch, remote base.",Full-time to the Sinbad Desert (SDARC) System .,3270,,7,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,,140.42,S,,35,50,36.7111,-107.984,146.92,146.32,100,San Juan,,,,2017-08-25,On-Air,San Juan County OEM,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,,140.42,S,,35,16636,36.7111,-107.985,448.65,443.65,127.3,San Juan,,,,2018-01-07,On-Air,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,S,140.8,S,,35,16279,36.7083,-108.226,1291.7,1271.7,,San Juan,,,,2018-02-02,On-Air,San Juan County,NMFCC,,,DV only,,,,,,,,,,,,yes,KF5VBF (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,,144.65,SW,,49,100,37.2693,-109.957,449.9,444.9,123,San Juan,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,2018-01-15,On-Air,,UVHFS,,,6,,,,Part time link to two repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,S,145.36,S,,35,11429,36.65,-107.791,1292.3,1272.3,,San Juan,,,,2018-02-02,On-Air,San Juan County,NMFCC,,,,,,,,,,,,,,,yes,KF5VBD (A) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,146.45,E,,08,15582,39.8865,-105.763,147.285,147.885,88.5,Grand,,,,2017-01-06,On-Air,Colorado Connection,CCARC,,123,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,,146.6,E,,08,7,39.4056,-105.473,146.895,146.295,100,Park,,285,,2017-07-05,On-Air,AB0RR,CCARC,Park County Radio Club (PCRC),100,25,"Full-time internet linked to 448.57500 (WZ0N) at Hartsel, CO .",,,,Wed at 19:30.,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,D,146.8,NE,,08,15899,40.0861,-105.939,446.875,441.875,,Clear Creek,,,RMHAM,2017-03-11,On-Air,,,http://www.rmham.org,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,,146.8,NE,,08,145,40.0861,-105.939,146.82,146.22,123,Grand,Unknown,,,2014-09-06,,GCARA,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,,146.83,ESE,,08,8214,38.9797,-105.357,449.7,444.7,107.2,Park,Unknown,,,2012-11-12,,CMRG,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,147,SE,,08,15584,38.1347,-105.466,448.325,443.325,100,Custer,,,The Fun Machine,2017-01-06,On-Air,,,,100,,Full-time to the The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,147,SE,,08,8218,38.1347,-105.466,919.1,894.1,88.5,Pueblo,,Wide area.,,2016-07-14,Off-Air,Pueblo HC,CCARC,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,147.05,SE,,08,7189,38.1347,-105.465,147.06,147.66,77,Custer,,,,2019-08-16,On-Air,http://www.qsl.net/rghc,CCARC,,77,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,147.05,SE,,08,248,38.1347,-105.465,448.15,443.15,103.5,Custer,,,,2017-03-11,On-Air,Royal George ARC,CCARC,http://www.qsl.net/rghc,103.5,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,147.05,SE,,08,7192,38.1347,-105.465,927.775,902.775,D116,Custer,,,,2012-06-14,On-Air,Royal Gorge Amateur Radio Club,CCARC,,D116,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,147.3,NE,,08,3756,39.9473,-105.795,447.45,442.45,103.5,Grand,,,,2013-10-26,On-Air,W0IG,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,,147.47,ESE,,08,33,38.5386,-105.349,449,444,67,Fremont,,,,2012-06-14,On-Air,WB0WDF,CCARC,Mega Link,67,"E-power (Solar, Wind)",Full-time to the Mega-Link System .,,,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,,148.01,S,,35,49,36.61,-107.81,147.1,147.7,100,San Juan,,,,2018-01-15,On-Air,San Juan connection,NMFCC,http://www.sjcham.com,,,Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,,148.26,S,,35,51,36.6067,-107.805,147.28,147.88,67,San Juan,,Wide area.,,2018-01-07,On-Air,,NMFCC,,,6,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,,149.11,NW,,49,13041,40.2222,-110.104,145.49,144.89,136.5,Duchesne,,"Duchesne, UT area.",Sinbad Desert ARC (SDARC),2017-06-29,On-Air,,UVHFS,http://sdarc.us/repeaters/flat-top.html,,E-power.,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,,150.43,SSE,,35,15079,36.91,-106.58,147.08,147.68,162.2,Rio Arriba,,,,2017-04-05,On-Air,SFARC,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,D,151.38,ESE,,08,7184,38.4542,-105.29,446.7375,441.7375,,Fremont,,Fremont county and state wide on Talk Slot 2. 40 mi radius. Repeater Coverage Map,Rocky Mountain Ham Radio,2017-03-11,On-Air,,CCARC,http://www.k0jsc.com,,IPSC Link to the Colorado network on Talk Slot 2.,Full-time to the Colorado TRBO System .,,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,yes,7,,,,,,,DM78ii,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,,151.38,ESE,ON - IDLE,08,8879,38.4542,-105.29,447.25,442.25,100,Fremont,,Wide from Custer County to Park County and Chaffee County to Pueblo County. Repeater Coverage Map,,2013-01-27,On-Air,,CCARC,K0JSC dot Com,100,,Full-time to the The Fun Machine System .,7301,,,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,363976,,,,,28368,,,,DM78ik,,,,,,,,,,,,,,,,,yes,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,,151.38,ESE,,08,29,38.4542,-105.29,53.03,51.33,88.5,Fremont,,,RGARC,2012-07-10,On-Air,WB0WDF,CCARC,Http://www.qsl.net/rghc,88.5,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,151.38,ESE,,08,30,38.4542,-105.29,145.49,144.89,103.5,Fremont,,,Colorado ARES Region 5 District 1,2017-03-11,On-Air,Royal Gorge Amateur Radio Club,CCARC,Royal Gorge Amateur Radio Club,103.5,E-power (Bat),,,,,RGARC Net: Wed at 19:00. ARES Net: Wed at 19:30.,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,151.38,ESE,,08,31,38.4542,-105.29,223.96,222.36,103.5,Fremont,,Wide area. Repeater Coverage Map,,2017-10-04,On-Air,RGARC,CCARC,,103.5,"E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,151.38,ESE,,08,32,38.4542,-105.29,447.75,442.75,103.5,Fremont,,,,2017-03-11,On-Air,RGARC,CCARC,Royal Gorge Amateur Radio Club,103.5,E-power (Bat),,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,151.6,ESE,,08,278,38.4539,-105.286,927.7,902.7,D114,Fremont,,,,2017-03-11,On-Air,Royal Gorge ARC,CCARC,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.35,E,,08,99,39.6794,-105.493,449.45,444.45,103.5,Clear Creek,,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,2016-12-23,On-Air,Rocky Mountain Radio League,CCARC,Repeater,127.3,11,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.36,E,,08,8197,39.6797,-105.493,448.225,443.225,141.3,Clear Creek,,,,2016-05-24,On-Air,Rocky Mountain Ham Radio,CCARC,,141.3,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,152.37,E,,08,7190,39.6798,-105.493,446.9375,441.9375,,Clear Creek,,,,2017-01-13,On-Air,Rocky Mountain Ham Radio,CCARC,Rocky Mountain Ham Radio,,,Full-time to the Colorado TRBO System .,,,See the website for programming information.,,,yes,7,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.37,E,,08,81,39.6798,-105.493,146.94,146.34,103.5,Clear Creek,,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,2017-03-11,On-Air,Rocky Mtn Radio League,CCARC,Repeater,103.5,11,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,Autopatch: 911* / Off 0*.,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.4,E,,08,78,39.6794,-105.492,146.67,146.07,100,Clear Creek,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,2016-09-08,On-Air,Castle Rock Repeater Group,CCARC,,100,11,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.4,E,,08,107,39.6794,-105.492,145.145,144.545,107.2,Clear Creek,,Wide area. Denver metro.,,2018-07-23,On-Air,Colorado Repeater Assoc,CCARC,http://www.w0cra.org/info/squaw.html#145145,107.2,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,152.4,E,Node Offline,08,264,39.6794,-105.492,447.575,442.575,107.2,Clear Creek,,Wide area: Denver metro.,,2017-11-13,On-Air,Colorado Repeater Association (CRA),CCARC,http://www.w0cra.org,107.2,,,3291,Member-only IRLP and Echolink node,,,347088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,152.4,E,,08,76,39.6794,-105.492,145.49,144.89,100,Jefferson,,,,2017-03-11,On-Air,"KB0VIU, Denver Radio Club",CCARC,DRC Repeaters,100,E-power.,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,152.4,E,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,100,Clear Creek,,Wide area.,,2017-03-11,On-Air,Denver Radio Club,CCARC,DRC Repeaters,100,11,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.54,E,,08,94,39.6774,-105.488,448.675,443.675,100,Denver,,Wide area.,,2015-04-03,On-Air,W0CFI,CCARC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
